Name,BuildingNumber,Street,Unit,Fraction,GeoArea,City,Zip,PlaceStatus,PlaceType,PlaceSubType,PrivateResidence,MappedYear,Note,PhoneNumber,Email,Geolocation,Lng,Lat,Website
Computer Prodigies,5034,S Archer Ave,,,,Chicago,,Active,Trade Service,Tech service,No,2019,,773-216-0656,,POINT(-87.7254537 41.8015658),-87.7254537,41.8015658,
Consumers Insurance Chicago,4309,S Pulaski Rd,,,,Chicago,,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Insurance agency,No,2019,,773-475-7515,,POINT(-87.7225647 41.814677),-87.7225647,41.814677,
Continental Kitchen and Bath,4600,S Kolmar Ave,,,,Chicago,,Active,Trade Service,Building trades,No,2019,,773-767-1300,,POINT(-87.7371444 41.8096744),-87.7371444,41.8096744,
Contreras,4059,W 47th St,Ste 3,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Accountant,No,2019,,773-254-6940,,POINT(-87.7258426 41.8076398),-87.7258426,41.8076398,
Corbi Plastics,4400,W 45th St,,,,Chicago,,Active,Industrial,Parts,No,2019,Phone is disconnected. No signage. Minimal web presence.,773-376-9775,,POINT(-87.7348128 41.8120516),-87.7348128,41.8120516,
Cosmopolitan Linen Service,4508,W 46th St,,,,Chicago,,Active,Trade Service,Indoor service,No,2019,,773-254-6100,,POINT(-87.7363353 41.8096387),-87.7363353,41.8096387,
Crazy Bubbles,5141,S Archer Ave,,,,Chicago,,Active,Personal Service,"Laundry, tailor",No,2019,,773-498-3366,,POINT(-87.7313135 41.8001425),-87.7313135,41.8001425,
Crescent Foods,4343,W 44th Pl,,,,Chicago,,Active,"Wholesale, storage and transit",Wholesalers,No,2019,,800-939-6268,,POINT(-87.7328037 41.8127873),-87.7328037,41.8127873,
Cricket,5002,S Archer Ave,,,,Chicago,60632,Out of Business,Retail,Phones,No,2019,,773-735-2535,,POINT(-87.7241312 41.8021728),-87.7241312,41.8021728,
Cricket,4426,S Pulaski Rd,,,,Chicago,,Active,Retail,Phones,No,2019,,847-315-9761,,POINT(-87.7242073 41.8125959),-87.7242073,41.8125959,
Crosstown Garage,5212,S Archer Ave,,,,Chicago,,Active,Trade Service,Building trades,No,2019,,773-284-1100,,POINT(-87.7350566 41.8001534),-87.7350566,41.8001534,
CRT HVAC,5029,S Kolin Ave,,,,Chicago,,Unknown,Trade Service,Building trades,Yes,2019,No evidence of business,773-350-8113,,POINT(-87.7317173 41.801412),-87.7317173,41.801412,
Datcon Solutions,4546,W 47th St,,,,Chicago,60632,Out of Business,Trade Service,Media,No,2019,,773-329-4722,,POINT(-87.7377301 41.8094655),-87.7377301,41.8094655,
De Colorless,3838,W 49th St,,,,Chicago,,Active,Dining,Cafe-Bakery-Specialty,No,2019,,773-847-4594,,POINT(-87.7205319833357 41.8043040230614),-87.72053198,41.80430402,
Debbie's Customized Staffing,4117,W 47th St,Ste 106,,,Chicago,,Active,Social Services & Political Advocacy,Employment,No,2019,,773-869-9880,,POINT(-87.7269199 41.8075058),-87.7269199,41.8075058,
Deportes Pachuca,4020,W 47th St,,,,Chicago,,Active,Retail,Other,No,2019,,773-523-7300,,POINT(-87.7245151 41.8079824),-87.7245151,41.8079824,
Diana Hair Design,5150,S Archer Ave,,,,Chicago,,Active,Personal Service,Beauty,No,2019,,773-767-0990,,POINT(-87.7317913 41.8005605),-87.7317913,41.8005605,
Dike-O-Seal,3965,S Keeler Ave,,,,Chicago,,Active,Industrial,Parts,No,2019,,773-254-3224,,POINT(-87.7279587 41.8202197),-87.7279587,41.8202197,
Document Destruction Company,3885,W 41st St,,,,Chicago,,Active,Trade Service,Disposal,No,2019,,773-890-5858,,POINT(-87.7211527 41.8181956),-87.7211527,41.8181956,
Domino's Pizza,5016,S Pulaski Rd,,,,Chicago,,Active,Dining,Fast Food,No,2019,,773-582-4040,,POINT(-87.7237796 41.8017313),-87.7237796,41.8017313,
Don Soltis,4423,S Komensky Ave,,,,Chicago,60632,Out of Business,Unknown,Unknown,Yes,2019,,,,POINT(-87.7247075 41.8126446),-87.7247075,41.8126446,
"Dr. J. L. Valle, DDS",5118,S Archer Ave,,,,Chicago,,Active,Health Services,Dentist,No,2019,,773-284-4044,,POINT(-87.7301324 41.800833),-87.7301324,41.800833,
Ducky's Car Wash,5252,S Archer Ave,,,,Chicago,,Active,Trade Service,Vehicle services,No,2019,,,,POINT(-87.7370601 41.7999339),-87.7370601,41.7999339,
DUI Counseling Center,4059,W 47th St,Suit 2,,,Chicago,,Active,Health Services,Counselor,No,2019,,773-254-9122,,POINT(-87.7258426 41.8076398),-87.7258426,41.8076398,
DUI Metropolitan Service,5200,S Archer Ave,7,,,Chicago,,Active,Health Services,Counselor,No,2019,,773-775-2928,,POINT(-87.734768 41.8002074),-87.734768,41.8002074,
Dunajec Bakery & Deli,5060,S Archer Ave,,,,Chicago,,Active,Dining,Cafe-Bakery-Specialty,No,2019,,773-585-9611,,POINT(-87.7268019 41.8013783),-87.7268019,41.8013783,
Dunkin' Donuts,4113,S Pulaski Rd,,,,Chicago,,Active,Dining,Cafe-Bakery-Specialty,No,2019,,773-376-1190,,POINT(-87.7234085 41.8179402),-87.7234085,41.8179402,
E & R General Machining Company,3725,W 49th St,,,,Chicago,,Active,Industrial,Parts,No,2019,,773-523-2944,,POINT(-87.7170307 41.803855),-87.7170307,41.803855,
E & R Protective Coating,3729,W 49th St,,,,Chicago,,Active,Industrial,Other,No,2019,,773-523-9510,,POINT(-87.7177234 41.8037911),-87.7177234,41.8037911,
Edith Hair Studio,5116,S Archer Ave,,,,Chicago,,Active,Personal Service,Beauty,No,2019,,773-735-6567,,POINT(-87.730017 41.8008307),-87.730017,41.8008307,
El Asador,4117,W 47th St,Ste 102,,,Chicago,,Active,Dining,Restaurant,No,2019,,773-254-9983,,POINT(-87.7269199 41.8075058),-87.7269199,41.8075058,
El Basurero,4781,S Archer Ave,,,,Chicago,,Active,Dining,Restaurant,No,2019,,773-823-1555,,POINT(-87.7164735026799 41.806526689797),-87.7164735,41.80652669,
El Cangrejo,5087,S Archer Ave,,,,Chicago,,Out of Business,Dining,Restaurant,No,2019,,773-585-8008,,POINT(-87.7284396 41.8006832),-87.7284396,41.8006832,
El Mike's Barbershop,4838,S Pulaski Rd,,,,Chicago,,Active,Personal Service,Beauty,No,2019,,773-844-2019,,POINT(-87.7237744 41.8048716),-87.7237744,41.8048716,
El Muelle,4253,W 47th St,,,,Chicago,,Active,Dining,Restaurant,No,2019,,773-247-9811,,POINT(-87.7305364 41.8076547),-87.7305364,41.8076547,
El Original del Barbecho,4316,S Pulaski Rd,,,,Chicago,,Active,Dining,Restaurant,No,2019,,773-823-7580,,POINT(-87.7242934 41.8146602),-87.7242934,41.8146602,
El Popocatepetl Industries,4246,W 47th St,,,,Chicago,,Active,Industrial,Food processing plant,No,2019,Now open to the public,773-843-0888,,POINT(-87.7301385 41.8083053),-87.7301385,41.8083053,
El Ranchero,4545,S Tripp Ave,,,,Chicago,,Active,"Wholesale, storage and transit",Wholesalers,No,2019,This address is for a processing plant while the phone number is for their office which is at a different address,773-847-9167,,POINT(-87.7294207 41.8099232),-87.7294207,41.8099232,http://www.rancherofood.com/
El Ranchero Food Products,4457,S Kildare Ave,,,,Chicago,,Active,Industrial,Food processing plant,No,2019,,773-847-9167,,POINT(-87.7309514 41.8118195),-87.7309514,41.8118195,
El Rey del Taco & Burritos,4835,S Archer Ave,,,,Chicago,,Active,Dining,Restaurant,No,2019,,773-847-6116,,POINT(-87.7181752 41.8053643),-87.7181752,41.8053643,
El Rey Seafood,4315,S Tripp Ave,,,,Chicago,,Active,Retail,Other food,No,2019,,773-254-8900,,POINT(-87.7295205 41.8140513),-87.7295205,41.8140513,
El Rincon de Mexico,4712,S Pulaski Rd,,,,Chicago,,Active,Dining,Restaurant,No,2019,,773-823-7391,,POINT(-87.7236073189985 41.8073929938445),-87.72360732,41.80739299,
El Sombrero,4611,S Pulaski Rd,,,,Chicago,,Active,Dining,Restaurant,No,2019,,773-927-7092,,POINT(-87.7233704 41.8092894),-87.7233704,41.8092894,
El Tarasco,4358,W 51st St,,,,Chicago,,Active,Dining,Restaurant,No,2019,,773-582-8745,,POINT(-87.7330025 41.8007185),-87.7330025,41.8007185,
Electro Motive,3757,W 38th St,,,,Chicago,,Active,Retail,Electronics & appliances,No,2019,,773-650-5041,,POINT(-87.7195287 41.8227011),-87.7195287,41.8227011,
Enchiladas Lupitas Restaurant,4151,W 47th St,,,,Chicago,,Active,Dining,Restaurant,No,2019,,773-869-9030,,POINT(-87.7279395 41.8076229),-87.7279395,41.8076229,
Engraving Gifts & Custom Designs,5097,S Archer Ave,,,,Chicago,,Out of Business,Trade Service,Other,No,2019,,773-838-1344,,POINT(-87.7288243 41.8006521),-87.7288243,41.8006521,
Enterprise Rent-A-Car,4825,S Pulaski Rd,,,,Chicago,,Active,"Wholesale, storage and transit",Vehicle rental,No,2019,,773-579-6800,,POINT(-87.7231055 41.8052058),-87.7231055,41.8052058,
Euro USA Chicago,4430,S Tripp Ave,,,,Chicago,,Active,"Wholesale, storage and transit",Warehouse,No,2019,,773-523-3876,,POINT(-87.7304128 41.8121971),-87.7304128,41.8121971,
EV Quality Cleaning Service,5209,S Tripp Ave,2,,,Chicago,,Unknown,Trade Service,Indoor service,Yes,2019,,773-470-7670,,POINT(-87.7291321 41.7983283),-87.7291321,41.7983283,
Everich Properties,3800,W 45th Pl,,,,Chicago,,Unknown,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,Yes,2019,,773-847-9398,,POINT(-87.718963 41.810946),-87.718963,41.810946,
Ex Libris Polish Book Gallery,5040,S Archer Ave,,,,Chicago,60632,Out of Business,Retail,Bookstore,No,2019,,773-838-1414,,POINT(-87.7256923 41.8014644),-87.7256923,41.8014644,
Excel Maintenance,5208,S Kolin Ave,,,,Chicago,,Unknown,Trade Service,Building trades,Yes,2019,,773-418-1262,,POINT(-87.7321801 41.7982376),-87.7321801,41.7982376,
Express Car Wash,4852,S Archer Ave,,,,Chicago,60632,Out of Business,Trade Service,Vehicle services,No,2019,,773-247-7477,,POINT(-87.7191665 41.8052367),-87.7191665,41.8052367,
Extra Space Storage,4222,S Pulaski Rd,,,,Chicago,,Active,"Wholesale, storage and transit",Public storage,No,2019,,773-847-8700,,POINT(-87.7248117 41.8157371),-87.7248117,41.8157371,
EZPawn,4350,S Pulaski Rd,,,,Chicago,60632,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Pawn shop,No,2019,,773-523-2749,,POINT(-87.7242688 41.8138758),-87.7242688,41.8138758,
Family Dollar,5050,S Pulaski Rd,,,,Chicago,,Out of Business,Retail,Small mixed,No,2019,,773-284-2074,,POINT(-87.7238478 41.8008498),-87.7238478,41.8008498,
Family Health Care Center,4900,S Archer Ave,,,,Chicago,,Active,Health Services,Out-patient,No,2019,,773-767-8375,,POINT(-87.7209957 41.8040567),-87.7209957,41.8040567,
Fantis Imports,4100,W 40th St,,,,Chicago,,Active,"Wholesale, storage and transit",Wholesalers,No,2019,,773-376-2800,,POINT(-87.7269206 41.8198142),-87.7269206,41.8198142,
Farmer's Insurance,5239,S Archer Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Insurance agency,No,2019,,773-284-6077,,POINT(-87.7364658 41.7994671),-87.7364658,41.7994671,
Farmer's Insurance,4750,S Pulaski Rd,Ste 1,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Insurance agency,No,2019,Photo needed. JC 8-2,773-376-3060,,POINT(-87.7238399 41.8063377),-87.7238399,41.8063377,
Farmers Dentistry,4732,S Pulaski Rd,,,,Chicago,,Active,Health Services,Dentist,No,2019,,773-376-1111,,POINT(-87.7238491 41.8068512),-87.7238491,41.8068512,
FDJ Carpet Services,4730,S Springfield Ave,,,,Chicago,60632,Out of Business,Trade Service,Indoor service,Yes,2019,,773-908-1907,,POINT(-87.7213214 41.8069487),-87.7213214,41.8069487,
Ferdel Promotions,3730,W 38th St,,,,Chicago,,Active,"Wholesale, storage and transit",Warehouse,No,2019,,773-376-2828,,POINT(-87.7179621 41.8240517),-87.7179621,41.8240517,
Ferguson Heating and Cooling,4433,S Springfield Ave,,,,Chicago,,Active,Trade Service,Building trades,No,2019,,773-247-8676,,POINT(-87.7205029 41.8122339),-87.7205029,41.8122339,
Fess Graphics & Sons Tattoo,4897,S Archer Ave,,,,Chicago,,Active,Personal Service,Body art,No,2019,,773-501-4053,,POINT(-87.7199749 41.804282),-87.7199749,41.804282,
Fine Line Press,5181,S Archer Ave,,,,Chicago,,Active,Trade Service,"Copy, mail, and print shops",No,2019,"People out front, no picture",773-582-9709,,POINT(-87.7336398 41.7998973),-87.7336398,41.7998973,
Finishing Plus,4546,W 47th St,,,,Chicago,,Unknown,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,No,2019,"number is ""unallocated"", MINOR WEB",773-523-5510,,POINT(-87.737741 41.8094666),-87.737741,41.8094666,
Firestone,4813,S Pulaski Rd,,,,Chicago,,Active,Trade Service,Vehicle services,No,2019,,773-247-7690,,POINT(-87.7231299 41.8055869),-87.7231299,41.8055869,
First American Bank,4501,S Pulaski Rd,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Bank,No,2019,,773-524-3900,,POINT(-87.7233506 41.8112655),-87.7233506,41.8112655,
Fleet Pride,4404,S Kildare Ave,,,,Chicago,,Active,Retail,Auto Supply,No,2019,,773-581-7200,,POINT(-87.7318786 41.81277),-87.7318786,41.81277,
Flix2go,5147,S Kildare Ave,,,,Chicago,,Unknown,Arts and Entertainment,Video rental,Yes,2019,,773-655-4191,,POINT(-87.7304096 41.7991727),-87.7304096,41.7991727,
Focal Point,4141,S Pulaski Rd,,,,Chicago,,Active,Trade Service,Building trades,No,2019,,773-247-9494,,POINT(-87.7218843 41.8173889),-87.7218843,41.8173889,
Four Stars Demo Enterprises,4619,S Springfield Ave,,,,Chicago,,Active,Trade Service,Outdoor service,Yes,2019,,773-247-9778,,POINT(-87.7208981 41.8090756),-87.7208981,41.8090756,
Fredi's Trucking,4347,S Kedvale Ave,,,,Chicago,,Unknown,"Wholesale, storage and transit",Moving and storage,Yes,2019,small web,773-355-7133,,POINT(-87.72718 41.8137812),-87.72718,41.8137812,
Gabriel Services,4623,S Kedvale Ave,,,,Chicago,,Unknown,Trade Service,Indoor service,Yes,2019,Call back later,773-865-5580,,POINT(-87.7270161 41.8089635),-87.7270161,41.8089635,
Garcia Life Partners,5101,S Kildare Ave,,,,Chicago,,Active,Health Services,Out-patient,No,2019,Fence around lot,773-735-5600,,POINT(-87.730386 41.8002785),-87.730386,41.8002785,
Garcia Professional Tax Services,4890,S Archer Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Accountant,No,2019,,773-247-0085,,POINT(-87.7202117 41.8045748),-87.7202117,41.8045748,
GEM Electric Supply,4784,S Archer Ave,,,,Chicago,,Active,Retail,Electronics & appliances,No,2019,,773-247-7711,,POINT(-87.7168768 41.8066473),-87.7168768,41.8066473,
General Truck Parts,4040,S Karlov Ave,,,,Chicago,,Active,Retail,Auto Supply,No,2019,,773-247-6900,,POINT(-87.7268731 41.8184988),-87.7268731,41.8184988,
General Truck Parts & Equipment,4040,W 40th St,,,,Chicago,,Active,Retail,Auto Supply,No,2019,"People out front, no picture",773-247-6900,,POINT(-87.7255764 41.8199442),-87.7255764,41.8199442,
GM Warehouse,3925,W 43rd St,,,,Chicago,,Active,"Wholesale, storage and transit",Warehouse,No,2019,,773-869-8411,,POINT(-87.7214218 41.81474),-87.7214218,41.81474,
Gold Coast Auto Sales,4869,S Archer Ave,,,,Chicago,,Out of Business,Retail,Car-truck-motorcycle,No,2019,,773-801-1348,,POINT(-87.7192766 41.8046072),-87.7192766,41.8046072,
Gold Coast Car Wash,4815,S Archer Ave,,,,Chicago,,Active,Trade Service,Vehicle services,No,2019,,773-847-7650,,POINT(-87.7173001 41.8057627),-87.7173001,41.8057627,
Gold Eagle,4400,S Kildare Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Corporate office,No,2019,,773-376-4400,,POINT(-87.7340374 41.8134332),-87.7340374,41.8134332,
Gold Eagle Company,4404,W Ann Lurie Pl,,,,Chicago,,Active,Industrial,Finished goods,No,2019,,773-376-0435,,POINT(-87.7333835 41.8168672),-87.7333835,41.8168672,
Golden Enterprise Realty,4342,W 51st St,,,,Chicago,,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,No,2019,,773-523-8000,,POINT(-87.7325497 41.8006068),-87.7325497,41.8006068,https://www.kloecknermetals.com/branches/chicago-temtco/
Golden Place Banquets,4235,W 47th St,,,,Chicago,,Active,Dining,Restaurant,No,2019,,773-254-1717,,POINT(-87.7300387228335 41.8077485325191),-87.73003872,41.80774853,
Graduation Starts,4924,S Keeler Ave,,,,Chicago,,Active,Childcare and Schools,Kid Center,No,2019,,773-581-8869,,POINT(-87.7285935 41.8033652),-87.7285935,41.8033652,
Greater Chicago Food Depository,4100,W Ann Lurie Pl,,,,Chicago,,Active,Social Services & Political Advocacy,Food Charity,No,2019,,773-843-5425,,POINT(-87.7268071 41.8181038),-87.7268071,41.8181038,
Guero's Carpet Installation,4604,S Komensky Ave,FL 1,,,Chicago,,Out of Business,Trade Service,Building trades,Yes,2019,No sign or answer to phone,630-674-1216,,POINT(-87.7251308 41.809431),-87.7251308,41.809431,
Guerrero's Auto Repair,5103,S Archer Ave,,,,Chicago,,Active,Retail,Auto Supply,No,2019,,773-424-8599,,POINT(-87.7289782 41.8006161),-87.7289782,41.8006161,
Guzman Landscaping,4640,S Karlov Ave,,,,Chicago,60632,Out of Business,Trade Service,Outdoor service,Yes,2019,,,,POINT(-87.7263235 41.8084451),-87.7263235,41.8084451,
Hair Cuttery,4114,S Pulaski Rd,,,,Chicago,,Active,Personal Service,Beauty,No,2019,,,,POINT(-87.7242139 41.8175296),-87.7242139,41.8175296,
Handle Bars Gym II,4881,S Archer Ave,,,,Chicago,,Active,Fitness,Gym,No,2019,,773-847-0499,,POINT(-87.7195513 41.8044673),-87.7195513,41.8044673,
Harvest Foods,4412,W 44th St,,,,Chicago,,Active,"Wholesale, storage and transit",Wholesalers,No,2019,,773-847-3313,,POINT(-87.7338763 41.8148164),-87.7338763,41.8148164,
Hertz,5259,S Archer Ave,,,,Chicago,,Active,Unknown,Unknown,No,2019,,773-585-8825,,POINT(-87.7373104 41.7989406),-87.7373104,41.7989406,
Hibachi Allstyle Buffet,4301,S Pulaski Rd,,,,Chicago,,Active,Dining,Restaurant,No,2019,,773-927-6888,,POINT(-87.7223774 41.8148253),-87.7223774,41.8148253,
Home Products International,4501,W 47th St,,,,Chicago,,Active,Retail,Housewares & furnishings,No,2019,,800-327-3534,,POINT(-87.7372759 41.807131),-87.7372759,41.807131,
Honda City,4950,S Pulaski Rd,,,,Chicago,,Active,Retail,Car-truck-motorcycle,No,2019,,773-582-5000,,POINT(-87.723806 41.8025965),-87.723806,41.8025965,
Humir Construction,4632,S Komensky Ave,,,,Chicago,,Active,Trade Service,Building trades,Yes,2019,,773-475-4500,,POINT(-87.7250538 41.808653),-87.7250538,41.808653,
HVAC Tech,4532,S Kolin Ave,Ste B,,,Chicago,,Active,Childcare and Schools,Trade school,No,2019,,773-927-9508,,POINT(-87.7349681 41.810037),-87.7349681,41.810037,
Iglesia Nueva Jerusalen,5095,S Archer Ave,,,,Chicago,,Active,Religious (except school or residence),Church,No,2019,,708-218-3428,,POINT(-87.7287931 41.8007271),-87.7287931,41.8007271,
Illinois Bar and Grill,4135,W 47th St,,,,Chicago,,Active,Dining,Bar-grill,No,2019,,773-847-2525,,POINT(-87.7274008 41.8076123),-87.7274008,41.8076123,
Imperio Azteca Restaurant Suppliers,4433,S Springfield Ave,,,,Chicago,,Active,"Wholesale, storage and transit",Wholesalers,No,2019,,773-376-1205,,POINT(-87.7205029 41.8122339),-87.7205029,41.8122339,
Info for Success,4645,S Kedvale Ave,,,,Chicago,60632,Out of Business,Unknown,Unknown,Yes,2019,People using the he house,773-847-0173,,POINT(-87.726989 41.8083578),-87.726989,41.8083578,
Inserts USA,4546,W 47th St,,,,Chicago,,Active,Trade Service,"Copy, mail, and print shops",No,2019,,773-329-4700,,POINT(-87.737741 41.8094666),-87.737741,41.8094666,
International Marketing & Manufacturing,5262,S Kolmar Ave,,,,Chicago,,Active,Industrial,Parts,No,2019,,773-767-3700,,POINT(-87.7371201 41.7964129),-87.7371201,41.7964129,
Isola Imports,4525,S Tripp Ave,,,,Chicago,,Active,"Wholesale, storage and transit",Wholesalers,No,2019,,773-342-2121,,POINT(-87.7294227 41.8108613),-87.7294227,41.8108613,https://www.isolaimports.com/
J.B. Hunt,3642,W 47th St,,,,Chicago,,Active,"Wholesale, storage and transit",Goods distribution,No,2019,,,,POINT(-87.7156453 41.8084863),-87.7156453,41.8084863,
J.L. Dairy,3740,W 38th St,,,,Chicago,,Active,"Wholesale, storage and transit",Wholesalers,No,2019,,773-376-2350,,POINT(-87.718691 41.823789),-87.718691,41.823789,
J&J Truck and Trailer Repair,4337,S Kildare Ave,,,,Chicago,,Active,Trade Service,Vehicle services,No,2019,,708-743-1939,,POINT(-87.7308829 41.8139153),-87.7308829,41.8139153,
Jafra,5110,S Keeler Ave,,,,Chicago,,Active,Retail,Beauty-Accessory,Yes,2019,,773-987-2280,,POINT(-87.728526 41.8001843),-87.728526,41.8001843,
Jalloways Glass,4877,S Archer Ave,,,,Chicago,,Active,Trade Service,Building trades,No,2019,,773-927-6342,,POINT(-87.7193301 41.8045309),-87.7193301,41.8045309,
James R Gawel,4424,S Komensky Ave,,,,Chicago,60632,Out of Business,Unknown,Unknown,Yes,2019,,630-294-0811,,POINT(-87.7252462 41.8125388),-87.7252462,41.8125388,
