census_tract,PlaceType,count_of_Active_PlaceStatus
17031630900,Childcare and Schools,5
17031630900,Dining,6
17031630900,"Financial, Insurance, Real Estate, Legal, and Professional",6
17031630900,Health Services,1
17031630900,Personal Service,6
17031630900,Public Services,1
17031630900,Religious (except school or residence),2
17031630900,Retail,6
17031630900,Service or Programmed Residential Space,1
17031630900,Trade Service,2
17031630900,"Wholesale, storage and transit",1
17031640100,Dining,3
17031640100,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031640100,Industrial,1
17031640100,Personal Service,2
17031640100,Retail,2
17031640100,Trade Service,2
17031640400,Trade Service,1
17031640800,Dining,1
17031640800,Health Services,1
17031640800,Personal Service,1
17031640800,Retail,1
17031650100,Arts and Entertainment,3
17031650100,Childcare and Schools,6
17031650100,Dining,9
17031650100,"Financial, Insurance, Real Estate, Legal, and Professional",6
17031650100,Fitness,1
17031650100,Health Services,7
17031650100,Personal Service,4
17031650100,Public Services,1
17031650100,Religious (except school or residence),1
17031650100,Retail,8
17031650100,Service or Programmed Residential Space,2
17031650100,Trade Service,7
17031650100,"Wholesale, storage and transit",2
17031650200,Arts and Entertainment,6
17031650200,Childcare and Schools,2
17031650200,Dining,15
17031650200,"Financial, Insurance, Real Estate, Legal, and Professional",14
17031650200,Fitness,3
17031650200,Health Services,16
17031650200,Personal Service,16
17031650200,Public Services,1
17031650200,Religious (except school or residence),2
17031650200,Retail,12
17031650200,Social Services & Political Advocacy,2
17031650200,Trade Service,15
17031650200,"Wholesale, storage and transit",1
17031650301,Arts and Entertainment,2
17031650301,Childcare and Schools,2
17031650301,Dining,14
17031650301,"Financial, Insurance, Real Estate, Legal, and Professional",20
17031650301,Fitness,2
17031650301,Health Services,9
17031650301,Personal Service,13
17031650301,Public Services,2
17031650301,Religious (except school or residence),1
17031650301,Retail,15
17031650301,Social Services & Political Advocacy,1
17031650301,Trade Service,9
17031650302,Arts and Entertainment,2
17031650302,Childcare and Schools,3
17031650302,Dining,5
17031650302,"Financial, Insurance, Real Estate, Legal, and Professional",6
17031650302,Health Services,9
17031650302,Personal Service,3
17031650302,Religious (except school or residence),2
17031650302,Retail,9
17031650302,Social Services & Political Advocacy,1
17031650302,Trade Service,4
17031650302,"Wholesale, storage and transit",1
17031650400,Childcare and Schools,4
17031650400,Dining,11
17031650400,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031650400,Fitness,1
17031650400,Health Services,5
17031650400,Personal Service,4
17031650400,Retail,6
17031650400,Service or Programmed Residential Space,1
17031650400,Trade Service,5
17031650500,Childcare and Schools,1
17031650500,Dining,6
17031650500,"Financial, Insurance, Real Estate, Legal, and Professional",7
17031650500,Health Services,2
17031650500,Industrial,6
17031650500,Personal Service,3
17031650500,Public Services,3
17031650500,Retail,8
17031650500,Service or Programmed Residential Space,4
17031650500,Trade Service,4
17031650500,"Wholesale, storage and transit",4
17031660301,Arts and Entertainment,1
17031660301,Childcare and Schools,2
17031660301,Dining,9
17031660301,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031660301,Health Services,1
17031660301,Personal Service,3
17031660301,Religious (except school or residence),2
17031660301,Retail,11
17031660301,Trade Service,2
17031660302,Arts and Entertainment,1
17031660302,Childcare and Schools,5
17031660302,Dining,8
17031660302,"Financial, Insurance, Real Estate, Legal, and Professional",8
17031660302,Fitness,1
17031660302,Health Services,2
17031660302,Personal Service,8
17031660302,Public Services,1
17031660302,Religious (except school or residence),1
17031660302,Retail,14
17031660302,Social Services & Political Advocacy,1
17031660302,Trade Service,6
17031660400,Childcare and Schools,1
17031660400,Dining,2
17031660400,"Financial, Insurance, Real Estate, Legal, and Professional",7
17031660400,Fitness,1
17031660400,Health Services,2
17031660400,Personal Service,8
17031660400,Public Services,2
17031660400,Religious (except school or residence),4
17031660400,Retail,16
17031660400,Social Services & Political Advocacy,2
17031660400,Trade Service,4
17031660400,"Wholesale, storage and transit",2
17031660500,Childcare and Schools,4
17031660500,Dining,5
17031660500,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031660500,Health Services,1
17031660500,Personal Service,3
17031660500,Religious (except school or residence),4
17031660500,Retail,6
17031660500,Trade Service,4
17031660600,Arts and Entertainment,2
17031660600,Childcare and Schools,3
17031660600,Dining,5
17031660600,"Financial, Insurance, Real Estate, Legal, and Professional",5
17031660600,Health Services,4
17031660600,Personal Service,6
17031660600,Religious (except school or residence),1
17031660600,Retail,28
17031660600,Social Services & Political Advocacy,3
17031660600,Trade Service,4
17031660700,Childcare and Schools,4
17031660700,Dining,2
17031660700,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031660700,Health Services,1
17031660700,Personal Service,3
17031660700,Religious (except school or residence),4
17031660700,Retail,9
17031660700,Social Services & Political Advocacy,2
17031660700,Trade Service,5
17031660700,"Wholesale, storage and transit",1
17031660800,Arts and Entertainment,1
17031660800,Childcare and Schools,3
17031660800,Dining,3
17031660800,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031660800,Health Services,2
17031660800,Personal Service,2
17031660800,Religious (except school or residence),2
17031660800,Retail,6
17031660800,Service or Programmed Residential Space,1
17031660800,Social Services & Political Advocacy,2
17031660800,Trade Service,5
17031660800,"Wholesale, storage and transit",1
17031660900,Arts and Entertainment,2
17031660900,Childcare and Schools,8
17031660900,Dining,2
17031660900,"Financial, Insurance, Real Estate, Legal, and Professional",5
17031660900,Fitness,1
17031660900,Health Services,6
17031660900,Personal Service,11
17031660900,Public Services,1
17031660900,Religious (except school or residence),2
17031660900,Retail,12
17031660900,Service or Programmed Residential Space,1
17031660900,Social Services & Political Advocacy,4
17031660900,Trade Service,5
17031661000,Childcare and Schools,3
17031661000,Dining,10
17031661000,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031661000,Fitness,1
17031661000,Health Services,1
17031661000,Personal Service,7
17031661000,Public Services,1
17031661000,Religious (except school or residence),5
17031661000,Retail,20
17031661000,Service or Programmed Residential Space,1
17031661000,Social Services & Political Advocacy,2
17031661000,Trade Service,8
17031661100,Childcare and Schools,4
17031661100,Dining,3
17031661100,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031661100,Industrial,1
17031661100,Personal Service,4
17031661100,Religious (except school or residence),3
17031661100,Retail,4
17031661100,Service or Programmed Residential Space,1
17031661100,Social Services & Political Advocacy,1
17031661100,Trade Service,3
17031661100,"Wholesale, storage and transit",2
17031670100,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031670100,Personal Service,1
17031670100,Religious (except school or residence),1
17031670100,Retail,1
17031670200,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031670200,Personal Service,2
17031670200,Religious (except school or residence),2
17031670200,Retail,3
17031670200,Trade Service,3
17031670300,Childcare and Schools,1
17031670300,Dining,2
17031670300,Other,2
17031670300,Personal Service,1
17031670300,Religious (except school or residence),5
17031670300,Retail,2
17031670300,Trade Service,1
17031670400,Childcare and Schools,1
17031670400,Dining,1
17031670400,Other,1
17031670400,Religious (except school or residence),1
17031670400,Retail,2
17031670500,Fitness,1
17031670500,Health Services,1
17031670500,Religious (except school or residence),1
17031670500,Retail,3
17031670500,Trade Service,1
17031670600,Childcare and Schools,2
17031670600,Religious (except school or residence),8
17031670700,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031670700,Health Services,2
17031670700,Personal Service,1
17031670700,Religious (except school or residence),6
17031670700,Retail,8
17031670700,Social Services & Political Advocacy,2
17031670700,Trade Service,3
17031670800,Childcare and Schools,2
17031670800,Dining,3
17031670800,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031670800,Health Services,1
17031670800,Personal Service,4
17031670800,Public Services,2
17031670800,Religious (except school or residence),4
17031670800,Retail,6
17031670800,Service or Programmed Residential Space,1
17031670800,"Wholesale, storage and transit",1
17031670900,Childcare and Schools,1
17031670900,Personal Service,1
17031670900,Religious (except school or residence),4
17031670900,Trade Service,1
17031671100,Childcare and Schools,3
17031671100,Personal Service,2
17031671100,Public Services,1
17031671100,Religious (except school or residence),2
17031671100,Trade Service,1
17031671100,"Wholesale, storage and transit",1
17031671200,Dining,1
17031671200,Personal Service,2
17031671200,Public Services,2
17031671200,Religious (except school or residence),3
17031671200,Retail,3
17031671200,Social Services & Political Advocacy,1
17031671300,Childcare and Schools,1
17031671300,Dining,2
17031671300,Personal Service,2
17031671300,Religious (except school or residence),3
17031671300,Retail,1
17031671300,Social Services & Political Advocacy,1
17031671300,Trade Service,3
17031671400,Childcare and Schools,1
17031671400,Dining,1
17031671400,Personal Service,1
17031671400,Religious (except school or residence),2
17031671400,Retail,2
17031671400,Service or Programmed Residential Space,1
17031671400,Social Services & Political Advocacy,1
17031671500,Childcare and Schools,4
17031671500,Dining,5
17031671500,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031671500,Personal Service,3
17031671500,Religious (except school or residence),3
17031671500,Retail,10
17031671500,Service or Programmed Residential Space,1
17031671500,Trade Service,2
17031671600,Dining,3
17031671600,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031671600,Other,1
17031671600,Personal Service,3
17031671600,Religious (except school or residence),14
17031671600,Retail,6
17031671600,Service or Programmed Residential Space,1
17031671600,Social Services & Political Advocacy,1
17031671600,Trade Service,3
17031671800,Childcare and Schools,3
17031671800,Fitness,1
17031671800,Religious (except school or residence),6
17031671800,Retail,2
17031671800,Trade Service,1
17031671900,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031671900,Religious (except school or residence),5
17031671900,Retail,5
17031671900,Trade Service,1
17031671900,"Wholesale, storage and transit",1
17031672000,Childcare and Schools,3
17031672000,Industrial,2
17031672000,Personal Service,3
17031672000,Religious (except school or residence),3
17031672000,Retail,5
17031672000,Trade Service,2
17031680500,Fitness,1
17031680500,Religious (except school or residence),1
17031680600,Religious (except school or residence),3
17031680600,Retail,2
17031680600,Trade Service,2
17031680900,Childcare and Schools,9
17031680900,Dining,3
17031680900,Health Services,3
17031680900,Personal Service,1
17031680900,Public Services,1
17031680900,Religious (except school or residence),8
17031680900,Retail,10
17031680900,Service or Programmed Residential Space,4
17031680900,Social Services & Political Advocacy,1
17031680900,Trade Service,1
17031681000,Childcare and Schools,2
17031681000,Dining,1
17031681000,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031681000,Health Services,5
17031681000,Personal Service,5
17031681000,Religious (except school or residence),4
17031681000,Retail,6
17031681000,Service or Programmed Residential Space,2
17031681000,Social Services & Political Advocacy,3
