census_tract,Place Type,count_of_Active_PlaceStatus
17031836800,Industrial,2
17031836800,Public Services,1
17031836800,Religious (except school or residence),1
17031836800,Retail,3
17031836800,Service or Programmed Residential Space,2
17031836800,Social Services & Political Advocacy,3
17031836800,Trade Service,3
17031836800,"Wholesale, Storage and Transportation",1
17031836900,Childcare and Schools,1
17031836900,Dining,1
17031836900,Personal Service,1
17031836900,Religious (except school or residence),2
17031836900,Retail,2
17031836900,Trade Service,1
17031837000,Childcare and Schools,3
17031837000,Dining,1
17031837000,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031837000,Other,1
17031837000,Personal Service,1
17031837000,Public Services,1
17031837000,Religious (except school or residence),4
17031837000,Retail,2
17031837000,Service or Programmed Residential Space,3
17031837000,Social Services & Political Advocacy,1
17031837000,Trade Service,3
17031837100,Arts and Entertainment,5
17031837100,Childcare and Schools,3
17031837100,Dining,3
17031837100,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031837100,Health Services,2
17031837100,Industrial,7
17031837100,Other,1
17031837100,Personal Service,1
17031837100,Religious (except school or residence),3
17031837100,Retail,6
17031837100,Service or Programmed Residential Space,2
17031837100,Social Services & Political Advocacy,3
17031837100,Trade Service,23
17031837100,"Wholesale, Storage and Transportation",7
17031837300,Childcare and Schools,2
17031837300,Health Services,1
17031837300,Industrial,1
17031837300,Personal Service,3
17031837300,Public Services,4
17031837300,Religious (except school or residence),5
17031837300,Retail,1
17031837300,Social Services & Political Advocacy,4
17031837300,Trade Service,2
17031837400,Childcare and Schools,1
17031837400,Dining,1
17031837400,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031837400,Fitness,2
17031837400,Industrial,4
17031837400,Religious (except school or residence),6
17031837400,Retail,2
17031837400,Social Services & Political Advocacy,3
17031837400,Trade Service,3
17031837800,Arts and Entertainment,9
17031837800,Childcare and Schools,4
17031837800,Dining,4
17031837800,"Financial, Insurance, Real Estate, Legal, and Professional",16
17031837800,Health Services,7
17031837800,Industrial,16
17031837800,Personal Service,7
17031837800,Public Services,4
17031837800,Religious (except school or residence),5
17031837800,Retail,24
17031837800,Social Services & Political Advocacy,7
17031837800,Trade Service,45
17031837800,"Wholesale, Storage and Transportation",18
17031838000,Arts and Entertainment,1
17031838000,Childcare and Schools,6
17031838000,Dining,1
17031838000,"Financial, Insurance, Real Estate, Legal, and Professional",9
17031838000,Health Services,7
17031838000,Other,2
17031838000,Public Services,1
17031838000,Religious (except school or residence),4
17031838000,Service or Programmed Residential Space,2
17031838000,Social Services & Political Advocacy,2
17031838000,Trade Service,4
17031838100,Arts and Entertainment,3
17031838100,Childcare and Schools,3
17031838100,Dining,6
17031838100,"Financial, Insurance, Real Estate, Legal, and Professional",8
17031838100,Health Services,36
17031838100,Other,1
17031838100,Personal Service,1
17031838100,Public Services,1
17031838100,Religious (except school or residence),5
17031838100,Retail,3
17031838100,Service or Programmed Residential Space,4
17031838100,Social Services & Political Advocacy,12
17031838100,Trade Service,1
17031838100,Unknown,2
17031838100,"Wholesale, Storage and Transportation",3
17031838200,Arts and Entertainment,3
17031838200,Childcare and Schools,73
17031838200,Dining,9
17031838200,"Financial, Insurance, Real Estate, Legal, and Professional",6
17031838200,Health Services,148
17031838200,Industrial,3
17031838200,Other,8
17031838200,Public Services,18
17031838200,Religious (except school or residence),1
17031838200,Retail,6
17031838200,Service or Programmed Residential Space,3
17031838200,Social Services & Political Advocacy,14
17031838200,Trade Service,4
17031838200,"Wholesale, Storage and Transportation",7
17031838600,Childcare and Schools,2
17031838600,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031838600,Personal Service,1
17031838600,Religious (except school or residence),2
17031838600,Retail,1
17031838600,Service or Programmed Residential Space,1
17031838600,Social Services & Political Advocacy,1
17031838600,Trade Service,3
17031838600,"Wholesale, Storage and Transportation",2
17031838700,Childcare and Schools,2
17031838700,Dining,5
17031838700,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031838700,Health Services,2
17031838700,Other,2
17031838700,Personal Service,3
17031838700,Religious (except school or residence),13
17031838700,Retail,13
17031838700,Service or Programmed Residential Space,1
17031838700,Social Services & Political Advocacy,2
17031838700,Trade Service,4
17031839000,Childcare and Schools,1
17031839100,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031839100,Trade Service,1
17031839200,Arts and Entertainment,3
17031839200,Childcare and Schools,2
17031839200,"Financial, Insurance, Real Estate, Legal, and Professional",6
17031839200,Fitness,1
17031839200,Health Services,17
17031839200,Personal Service,1
17031839200,Religious (except school or residence),4
17031839200,Retail,3
17031839200,Service or Programmed Residential Space,1
17031839200,Social Services & Political Advocacy,7
17031839200,Trade Service,6
17031839200,"Wholesale, Storage and Transportation",3
17031839500,Childcare and Schools,1
17031839500,Dining,5
17031839500,Personal Service,4
17031839500,Public Services,2
17031839500,Religious (except school or residence),1
17031839500,Retail,6
17031839500,Service or Programmed Residential Space,1
17031839500,Trade Service,1
17031839600,Childcare and Schools,3
17031839600,Dining,3
17031839600,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031839600,Fitness,1
17031839600,Health Services,2
17031839600,Personal Service,3
17031839600,Religious (except school or residence),3
17031839600,Retail,1
17031839600,Service or Programmed Residential Space,2
17031839600,Social Services & Political Advocacy,2
17031839900,Health Services,1
17031840700,Childcare and Schools,1
17031840700,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031840700,Health Services,1
17031840700,Industrial,4
17031840700,Religious (except school or residence),1
17031840700,Retail,2
17031840700,Social Services & Political Advocacy,1
17031840700,Trade Service,3
17031840700,"Wholesale, Storage and Transportation",2
17031841100,Arts and Entertainment,6
17031841100,Childcare and Schools,1
17031841100,Dining,36
17031841100,"Financial, Insurance, Real Estate, Legal, and Professional",15
17031841100,Health Services,5
17031841100,Industrial,2
17031841100,Other,1
17031841100,Personal Service,8
17031841100,Public Services,2
17031841100,Retail,21
17031841100,Social Services & Political Advocacy,3
17031841100,Trade Service,8
17031841100,"Wholesale, Storage and Transportation",6
17031841200,Arts and Entertainment,1
17031841200,Childcare and Schools,3
17031841200,Dining,11
17031841200,"Financial, Insurance, Real Estate, Legal, and Professional",8
17031841200,Fitness,1
17031841200,Health Services,2
17031841200,Industrial,3
17031841200,Personal Service,6
17031841200,Religious (except school or residence),3
17031841200,Retail,13
17031841200,Social Services & Political Advocacy,2
17031841200,Trade Service,13
17031841200,"Wholesale, Storage and Transportation",4
17031841300,Arts and Entertainment,1
17031841300,Childcare and Schools,5
17031841300,Dining,13
17031841300,"Financial, Insurance, Real Estate, Legal, and Professional",10
17031841300,Fitness,1
17031841300,Health Services,5
17031841300,Industrial,7
17031841300,Personal Service,8
17031841300,Public Services,1
17031841300,Religious (except school or residence),3
17031841300,Retail,13
17031841300,Social Services & Political Advocacy,4
17031841300,Trade Service,9
17031841300,"Wholesale, Storage and Transportation",12
17031841500,Childcare and Schools,5
17031841500,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031841500,Personal Service,1
17031841500,Public Services,1
17031841500,Religious (except school or residence),10
17031841500,Retail,6
17031841500,Service or Programmed Residential Space,1
17031841500,Trade Service,2
17031841700,Childcare and Schools,1
17031841700,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031841700,Service or Programmed Residential Space,1
17031841700,Social Services & Political Advocacy,1
17031841700,Trade Service,1
17031841700,"Wholesale, Storage and Transportation",1
17031841900,Arts and Entertainment,7
17031841900,Childcare and Schools,47
17031841900,Dining,36
17031841900,"Financial, Insurance, Real Estate, Legal, and Professional",40
17031841900,Fitness,2
17031841900,Health Services,11
17031841900,Homeless,1
17031841900,Industrial,4
17031841900,Other,3
17031841900,Personal Service,7
17031841900,Public Services,12
17031841900,Religious (except school or residence),1
17031841900,Retail,50
17031841900,Service or Programmed Residential Space,4
17031841900,Social Services & Political Advocacy,5
17031841900,Trade Service,25
17031841900,"Wholesale, Storage and Transportation",13
17031842000,Childcare and Schools,16
17031842000,Dining,3
17031842000,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031842000,Health Services,1
17031842000,Industrial,3
17031842000,Other,3
17031842000,Personal Service,2
17031842000,Retail,5
17031842000,Service or Programmed Residential Space,5
17031842000,Social Services & Political Advocacy,1
17031842000,Trade Service,1
17031842000,"Wholesale, Storage and Transportation",1
17031842100,Childcare and Schools,3
17031842100,Dining,2
17031842100,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031842100,Industrial,5
17031842100,Other,1
17031842100,Public Services,1
17031842100,Religious (except school or residence),2
17031842100,Retail,2
17031842100,Social Services & Political Advocacy,1
17031842100,Trade Service,12
17031842100,"Wholesale, Storage and Transportation",5
17031842300,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031842300,Retail,1
17031842400,Arts and Entertainment,1
17031842400,Childcare and Schools,5
17031842400,Dining,11
17031842400,"Financial, Insurance, Real Estate, Legal, and Professional",6
17031842400,Health Services,1
17031842400,Personal Service,3
17031842400,Religious (except school or residence),1
17031842400,Retail,25
17031842400,Social Services & Political Advocacy,1
17031842600,Arts and Entertainment,1
17031842600,Childcare and Schools,2
17031842600,Dining,14
17031842600,"Financial, Insurance, Real Estate, Legal, and Professional",9
17031842600,Fitness,2
17031842600,Health Services,6
17031842600,Industrial,24
17031842600,Other,1
17031842600,Personal Service,7
17031842600,Public Services,7
17031842600,Religious (except school or residence),3
17031842600,Retail,22
17031842600,Social Services & Political Advocacy,4
17031842600,Trade Service,27
17031842600,"Wholesale, Storage and Transportation",29
17031842800,Arts and Entertainment,3
17031842800,Childcare and Schools,5
17031842800,Dining,13
17031842800,"Financial, Insurance, Real Estate, Legal, and Professional",11
17031842800,Fitness,1
17031842800,Health Services,7
17031842800,Industrial,11
17031842800,Personal Service,9
17031842800,Public Services,3
17031842800,Religious (except school or residence),1
17031842800,Retail,31
17031842800,Social Services & Political Advocacy,1
17031842800,Trade Service,21
17031842800,"Wholesale, Storage and Transportation",22
17031842900,Arts and Entertainment,3
17031842900,Childcare and Schools,5
17031842900,Dining,12
17031842900,"Financial, Insurance, Real Estate, Legal, and Professional",6
17031842900,Fitness,1
17031842900,Health Services,6
17031842900,Industrial,4
17031842900,Other,2
17031842900,Personal Service,5
17031842900,Public Services,3
17031842900,Religious (except school or residence),6
17031842900,Retail,20
17031842900,Service or Programmed Residential Space,3
17031842900,Social Services & Political Advocacy,4
17031842900,Trade Service,11
17031842900,"Wholesale, Storage and Transportation",9
17031843000,Arts and Entertainment,2
17031843000,Childcare and Schools,6
17031843000,Dining,10
17031843000,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031843000,Fitness,1
17031843000,Health Services,6
17031843000,Industrial,8
17031843000,Other,1
17031843000,Personal Service,3
17031843000,Public Services,3
17031843000,Religious (except school or residence),7
17031843000,Retail,16
17031843000,Service or Programmed Residential Space,2
17031843000,Social Services & Political Advocacy,4
17031843000,Trade Service,6
17031843000,"Wholesale, Storage and Transportation",2
17031843100,Arts and Entertainment,1
17031843100,Childcare and Schools,3
17031843100,Health Services,1
17031843100,Other,1
17031843100,Personal Service,1
17031843100,Religious (except school or residence),4
17031843100,Retail,1
17031843100,Service or Programmed Residential Space,1
17031843100,Social Services & Political Advocacy,2
17031843100,Trade Service,1
17031843200,Arts and Entertainment,1
17031843200,Childcare and Schools,5
17031843200,Dining,10
17031843200,"Financial, Insurance, Real Estate, Legal, and Professional",7
17031843200,Fitness,1
17031843200,Health Services,1
17031843200,Industrial,10
17031843200,Personal Service,2
17031843200,Public Services,2
17031843200,Retail,25
17031843200,Social Services & Political Advocacy,4
17031843200,Trade Service,20
17031843200,"Wholesale, Storage and Transportation",46
17031843300,Arts and Entertainment,1
17031843300,Childcare and Schools,4
17031843300,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031843300,Health Services,8
17031843300,Industrial,3
17031843300,Public Services,1
17031843300,Religious (except school or residence),4
17031843300,Retail,1
17031843300,Social Services & Political Advocacy,2
17031843300,Trade Service,7
17031843400,Arts and Entertainment,1
17031843400,Dining,3
17031843400,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031843400,Health Services,1
17031843400,Industrial,5
17031843400,Personal Service,2
17031843400,Public Services,1
17031843400,Religious (except school or residence),2
17031843400,Retail,17
17031843400,Trade Service,13
17031843400,"Wholesale, Storage and Transportation",5
17031843500,Service or Programmed Residential Space,1
17031843600,Arts and Entertainment,1
17031843600,Childcare and Schools,2
17031843600,Dining,10
17031843600,"Financial, Insurance, Real Estate, Legal, and Professional",6
17031843600,Health Services,3
17031843600,Personal Service,7
17031843600,Public Services,1
17031843600,Retail,8
17031843600,Service or Programmed Residential Space,1
17031843600,Social Services & Political Advocacy,1
17031843600,Trade Service,4
17031843800,Childcare and Schools,3
17031843800,Dining,1
17031843800,Industrial,3
17031843800,Personal Service,2
17031843800,Public Services,2
17031843800,Religious (except school or residence),6
17031843800,Retail,4
17031843800,Trade Service,5
17031843800,"Wholesale, Storage and Transportation",2
17031843900,Arts and Entertainment,2
17031843900,Childcare and Schools,3
17031843900,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031843900,Fitness,2
17031843900,Health Services,2
17031843900,Other,1
17031843900,Personal Service,2
17031843900,Public Services,1
17031843900,Retail,2
17031843900,Service or Programmed Residential Space,4
17031843900,Social Services & Political Advocacy,2
17031843900,Trade Service,1
17031843900,"Wholesale, Storage and Transportation",1
17031844600,Arts and Entertainment,1
17031844600,Childcare and Schools,1
17031844600,Dining,1
17031844600,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031844600,Fitness,1
17031844600,Health Services,3
17031844600,Personal Service,2
17031844600,Religious (except school or residence),9
17031844600,Retail,1
17031844600,Service or Programmed Residential Space,2
17031844600,Social Services & Political Advocacy,3
17031844700,Arts and Entertainment,1
17031844700,Childcare and Schools,4
17031844700,Health Services,2
17031844700,Other,3
17031844700,Personal Service,1
17031844700,Public Services,1
17031844700,Religious (except school or residence),8
17031844700,Retail,4
17031844700,Social Services & Political Advocacy,4
17031844700,Trade Service,4
17031980100,"Wholesale, Storage and Transportation",1
17097862901,Trade Service,1
