Name,BuildingNumber,Street,Unit,Fraction,GeoArea,City,Zip,PlaceStatus,PlaceType,PlaceSubType,PrivateResidence,MappedYear,Note,PhoneNumber,Email,Geolocation,Lng,Lat,Website
Ken Ovryn Designs,2619,W Windsor Ave,,,,Chicago,,Active,Trade Service,Media,Yes,2019,Commercial Art Gr Dsg,773-234-4234,,POINT(-87.6943806393145 41.9639184811111),-87.69438064,41.96391848,
Kentalago Productions,2058,W Foster Ave,,,,Chicago,,Out of Business,Trade Service,Media,Yes,2019,Mtn Pict Tape Dist,872-395-8004,,POINT(-87.6816716124413 41.9760204607764),-87.68167161,41.97602046,
"Keri Robertson, DO",5145,N California Ave,,,,Chicago,,Active,Health Services,Out-patient,No,2019,Ofcs Clns of Mdl D,773-989-8700,,POINT(-87.6988541416316 41.9748607736733),-87.69885414,41.97486077,
Kerry L. Swenson,5145,N California Ave,,,,Chicago,,Active,Health Services,Out-patient,No,2019,Ofcs Clns of Mdl D,773-878-7787,,POINT(-87.6988541416316 41.9748607736733),-87.69885414,41.97486077,
KeyMe,5206,N Western Ave,,,,Chicago,,Active,Trade Service,Other,No,2019,,773-993-1452,,POINT(-87.6891983707298 41.9761435497158),-87.68919837,41.97614355,
Keyo,2457,W Winona St,,,,Chicago,,Active,Trade Service,Tech service,No,2019,Cstm Cmptr Prgmg Sv,888-628-2607,,POINT(-87.6913512488853 41.9748444809971),-87.69135125,41.97484448,
Khochava  Sitia,2535,W Foster Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,No,2019,Services  Nec,773-818-9965,,POINT(-87.6936825001167 41.9758374671163),-87.6936825,41.97583747,
Kiko's Meat Market & Restaurant,5077,N Lincoln Ave,,,,Chicago,,Active,Dining,Restaurant,No,2019,Meat Fish Markets,773-271-7006,,POINT(-87.6918119435905 41.9737311723133),-87.69181194,41.97373117,
"Kim So J., MD",5140,N California Ave,,,,Chicago,,Active,Health Services,Out-patient,No,2019,Ofcs Clns of Mdl D,773-271-7151,,POINT(-87.6989688591883 41.9748063585496),-87.69896886,41.97480636,
Kimmet & Rojo,4613,N Damen Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Lawyer's office,No,2019,Membership Organizations Ne,773-989-1100,,POINT(-87.6790755342708 41.9655420001198),-87.67907553,41.965542,
Kims,1930,W Montrose Ave,,,,Chicago,,Active,Personal Service,"Laundry, tailor",No,2019,Wmns Cldrns Clthng,773-275-2729,,POINT(-87.6772945900841 41.9615530500436),-87.67729459,41.96155305,
Kindred Hospital Chicago North,2544,W Montrose Ave,,,,Chicago,,Active,Health Services,Hospital,No,2019,Gnl Mdl Srgl Hsptl,773-267-2622,,POINT(-87.6929625004165 41.9613125114367),-87.6929625,41.96131251,
"Kiran P. Amin, MD",4600,N Ravenswood Ave,,,,Chicago,,Active,Health Services,Hospital,No,2019,Ofcs Clns of Mdl D,773-989-3900,,POINT(-87.674657979928 41.9653166649087),-87.67465798,41.96531666,
Kohlman Chutes,1808,W Montrose Ave,,,,Chicago,,Active,"Wholesale, storage and transit",Other,No,2019,Rfng Sdng Sht Mtl,773-227-5370,,POINT(-87.6749673399489 41.961590792994),-87.67496734,41.96159079,
Korean Presbyterian Church of Chicago,2626,W Foster Ave,,,,Chicago,,Active,Religious (except school or residence),Church,No,2019,Religious Organizations,773-271-0241,,POINT(-87.6953834996331 41.9758964934012),-87.6953835,41.97589649,
Kornas Properties,4821,N Damen Ave,,,,Chicago,,Active,Trade Service,Tech service,No,2019,Nrsdntl Building Optrs,773-358-7747,,POINT(-87.6791650352192 41.9694481154982),-87.67916504,41.96944812,
Kostriber Bier,4732,N Lincoln Ave,,,,Chicago,,Active,Retail,Liquor,No,2019,Legal  Services,773-506-2200,,POINT(-87.6878166082109 41.9673959206957),-87.68781661,41.96739592,
Krista Scarlavai Photography,2463,W Foster Ave,,,,Chicago,,Active,Trade Service,Photo studio,No,2019,Photo Stdios Prtrt,773-322-7307,,POINT(-87.6917025000428 41.9758355397537),-87.6917025,41.97583554,
Kristalex Group,4518,N Damen Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,No,2019,Rl Estate Agents Managers,773-769-8500,,POINT(-87.6790955891595 41.963796321723),-87.67909559,41.96379632,
Kristena Witherspoon Designs,4803,N Fairfield Ave,,,,Chicago,,Active,Trade Service,Tech service,No,2019,Bus  Services  Nec,501-749-9297,,POINT(-87.69740996776 41.9686780155351),-87.69740997,41.96867802,
Krivanek Breaux Art Design,2565,W Argyle St,,,,Chicago,,Active,Trade Service,Media,Yes,2019,Bus  Services  Nec,773-398-7814,,POINT(-87.6931235252278 41.9718375286617),-87.69312353,41.97183753,
Kroshus Consulting,5058,N Claremont Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other financial,Yes,2019,Bus Consulting Nec,773-807-3134,,POINT(-87.6879194392598 41.9740006587945),-87.68791944,41.97400066,
KW Paint,4631,N Damen Ave,,,,Chicago,,Out of Business,"Wholesale, storage and transit",Wholesalers,No,2019,Pnt Gls Wlpr Strs,773-754-7970,,POINT(-87.6790613651439 41.9659364487044),-87.67906137,41.96593645,
Kyle Bondeson Photography,5444,N Campbell Ave,,,,Chicago,,Active,Trade Service,Photo studio,Yes,2019,Photo Stdios Prtrt,505-604-9896,,POINT(-87.6918374252018 41.9808594135435),-87.69183743,41.98085941,
Kyrgyz American Rug House,5335,N California Ave,,,,Chicago,,Active,Retail,Housewares & furnishings,No,2019,Floor Covering Strs,312-929-9532,,POINT(-87.6989855867172 41.9790345927996),-87.69898559,41.97903459,
"L. Krunic Aleksandar, MD, PhD",5140,N California Ave,,,,Chicago,,Active,Health Services,Out-patient,No,2019,Ofcs Clns of Mdl D,773-649-6953,,POINT(-87.6989688591883 41.9748063585496),-87.69896886,41.97480636,
L44 Design,4436,N Winchester Ave,,,,Chicago,,Active,Trade Service,Media,Yes,2019,Aircraft,773-793-7365,,POINT(-87.6775474146326 41.9625711620235),-87.67754741,41.96257116,
La Amistad Mexican Restaurant,1914,W Montrose Ave,,,,Chicago,,Active,Dining,Restaurant,No,2019,Eating Places,773-878-5800,,POINT(-87.6768467233211 41.9615582883547),-87.67684672,41.96155829,
La Cabana De Don Luis,5157,N Lincoln Ave,,,,Chicago,,Active,Dining,Restaurant,No,2019,Eating Places,773-271-5176,,POINT(-87.6922535095701 41.9754001019108),-87.69225351,41.9754001,
La Catedral,4544,N Western Ave,,,,Chicago,,Active,Dining,Restaurant,No,2019,,773-654-1068,,POINT(-87.6887999032226 41.964478323933),-87.6887999,41.96447832,
LA Tan,2545,W Lawrence Ave,,,,Chicago,,Active,Personal Service,Body art,No,2019,,773-907-8266,,POINT(-87.693043499709 41.9685564884313),-87.6930435,41.96855649,
Ladybug & Friends Daycare,2255,W Lawrence Ave,,,,Chicago,,Active,Childcare and Schools,Home daycare,Yes,2019,Child Day Care Services,773-754-8524,,POINT(-87.6862218039342 41.9686205467997),-87.6862218,41.96862055,
Lakeshore Psychotherapy Group,1945,W Wilson Ave,,,,Chicago,,Active,Health Services,Mental hospital,No,2019,Ofcs Hlth Prnrs Ne,312-344-3022,,POINT(-87.6786529712528 41.9650675387185),-87.67865297,41.96506754,
Lakeside Spine & Wellness,5100,N Ravenswood Ave,,,,Chicago,,Active,Health Services,Chiropractor,No,2019,Hlth Alld Services Ne,773-828-9506,,POINT(-87.6749204721456 41.9751442459368),-87.67492047,41.97514425,lakesidechicagochiro.com
Land Enterprises,2334,W Argyle St,,,,Chicago,,Active,Trade Service,Building trades,Yes,2019,Demolition,773-729-6600,,POINT(-87.688002944852 41.9722874929706),-87.68800294,41.97228749,
Landrosh Development,4545,N Seeley Ave,,,,Chicago,,Active,Social Services & Political Advocacy,Social service,Yes,2019,Subdvdrs Dvlprs N,773-520-5762,,POINT(-87.6806251110679 41.9646062824875),-87.68062511,41.96460628,http://www.landrosh.com/
"Larissa Berestenko, MD",5140,N California Ave,,,,Chicago,,Active,Health Services,Out-patient,No,2019,Ofcs Clns of Mdl D,773-271-9786,,POINT(-87.6989688591883 41.9748063585496),-87.69896886,41.97480636,
Larry Asimow Landscaping,2334,W Argyle St,,,,Chicago,,Active,Trade Service,Outdoor service,Yes,2019,Lndscpe Cnslng Pln,773-728-4600,,POINT(-87.688002944852 41.9722874929706),-87.68800294,41.97228749,
"Larry Fisher, DDS",1945,W Wilson Ave,,,,Chicago,,Active,Health Services,Dentist,No,2019,,773-282-4508,,POINT(-87.6786529712528 41.9650675387185),-87.67865297,41.96506754,
Larsen & Sons Plumbing & Heating,4823,N Damen Ave,,,,Chicago,,Active,Trade Service,Unknown,No,2019,Plbng Htng Air-Co,773-561-3580,,POINT(-87.6791660530104 41.9695471153859),-87.67916605,41.96954712,
Lauries Planet of Sound,4639,N Lincoln Ave,,,,Chicago,,Active,Retail,Other,No,2019,Rcd Prrcrded TP St,773-271-3569,,POINT(-87.6868931607601 41.96614773375),-87.68689316,41.96614773,
Law Office of Antoaneta Avreska,4770,N Lincoln Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Lawyer's office,No,2019,Legal  Services,773-271-4313,,POINT(-87.6882668851539 41.968071104387),-87.68826689,41.9680711,
Law Office of Dean Matsas,5441,N Lincoln Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Lawyer's office,No,2019,Ophthalmic Goods,773-561-1199,,POINT(-87.6927651989391 41.980744540072),-87.6927652,41.98074454,
Law Office of Edward Balc,2164,W Giddings St,,,,Chicago,,Unknown,"Financial, Insurance, Real Estate, Legal, and Professional",Lawyer's office,Yes,2019,Legal  Services  Called no answer no signage,773-275-0754,,POINT(-87.6832733606952 41.9678024858224),-87.68327336,41.96780249,
Law Offices of Swedberg & Hodgkins,4848,N Damen Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Lawyer's office,No,2019,Legal  Services,773-784-4848,,POINT(-87.6792599036014 41.9702389100922),-87.6792599,41.97023891,
"Lawrence Goldberg, MD",2218,W Argyle St,,,,Chicago,,Out of Business,Health Services,Out-patient,Yes,2019,"This is his residence, actual clinic is on 1945 W Wilson Ave",847-414-5804,,POINT(-87.6849609447711 41.9723304603088),-87.68496094,41.97233046,
"Lawrence M. Kaufman, MD, PhD, SC",5228,N Virginia Ave,,,,Chicago,,Out of Business,Health Services,Eye,Yes,2019,This is the doctors house. The actual clinic is at 2456 N Western,773-728-2391,,POINT(-87.7031270860783 41.9766793697016),-87.70312709,41.97667937,
Le Cafe Sel,4655,N Lincoln Ave,,,,Chicago,,Active,Dining,Cafe-Bakery-Specialty,No,2019,Eating Places,773-878-2233,,POINT(-87.6869960654709 41.9663072727784),-87.68699607,41.96630727,
Leadway Liquors,5233,N Damen Ave,,,,Chicago,,Active,Dining,Bar-grill,No,2019,Drinking Places,773-728-2663,,POINT(-87.6794000704302 41.9771528517464),-87.67940007,41.97715285,
Leland Inn,4662,N Western Ave,,,,Chicago,,Active,Retail,Liquor,No,2019,Liquor Stores,773-561-4109,,POINT(-87.6888888588936 41.9665404292776),-87.68888886,41.96654043,
Lenz & Associates,5111,N Oakley Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,Yes,2019,no answer to phone,773-271-6309,,POINT(-87.6866335638127 41.9743714506192),-87.68663356,41.97437145,
Let Them Eat Chocolate,5306,N Damen Ave,,,,Chicago,,Out of Business,Retail,Other food,No,2019,Grcrs Rltd Prds N,773-334-2626,,POINT(-87.6795340361885 41.978118647477),-87.67953404,41.97811865,
Liberty Tax Service,2342,W Lawrence Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other financial,No,2019,,773-541-2026,,POINT(-87.6882738596737 41.9686788597694),-87.68827386,41.96867886,
Life Center On GreenGalter,5157,N Francisco Ave,,,,Chicago,,Active,Fitness,Gym,No,2019,Hlth Alld Services Ne,773-878-9936,,POINT(-87.7012645784571 41.9752886960212),-87.70126458,41.9752887,
Lighthouse Advisors Group,2215,W Winona St,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other financial,Yes,2019,Investment Advice,312-515-3112,,POINT(-87.6849295809913 41.9749374886406),-87.68492958,41.97493749,
Lightning Smart,4427,N Seeley Ave,,,,Chicago,,Out of Business,Trade Service,Building trades,Yes,2019,Bus  Services  Nec,312-590-7050,,POINT(-87.6805630859908 41.9622570312442),-87.68056309,41.96225703,
Limobank,1924,W Montrose Ave,,,,Chicago,,Active,Retail,Phones,No,2019,Lcl Pass Trans Nec,773-334-0800,,POINT(-87.6771266401603 41.9615550139093),-87.67712664,41.96155501,
Lincoln Automotive Group,5455,N Lincoln Ave,,,,Chicago,,Active,Trade Service,Vehicle services,No,2019,New Used Car Dlrs,773-784-4000,,POINT(-87.6927966992628 41.9811315402997),-87.6927967,41.98113154,
Lincoln Eye Clinic,5067,N Lincoln Ave,,,,Chicago,,Active,Health Services,Eye,No,2019,Ofcs Clns of Mdl D,773-275-1390,,POINT(-87.6917834445381 41.9736473532581),-87.69178344,41.97364735,
Lincoln Liquor Store,5216,N Lincoln Ave,,,,Chicago,,Active,Retail,Liquor,No,2019,,773-271-2331,,POINT(-87.6924401731979 41.9764023701611),-87.69244017,41.97640237,
Lincoln Medical Center,5106,N Lincoln Ave,,,,Chicago,,Active,Health Services,Out-patient,No,2019,Ofcs Clns of Mdl D,773-907-8255,,POINT(-87.6921883403895 41.9743758196752),-87.69218834,41.97437582,
Lincoln Norabang Restaurant,5524,N Lincoln Ave,,,,Chicago,,Out of Business,Dining,Restaurant,No,2019,Eating Places,773-895-2299,,POINT(-87.6933777556398 41.9820529887557),-87.69337776,41.98205299,
Lincoln Paciugo Square,2324,W Giddings St,,,,Chicago,,Out of Business,Dining,Cafe-Bakery-Specialty,No,2019,Eating Places,773-989-1926,,POINT(-87.6870456578644 41.9678068513215),-87.68704566,41.96780685,
Lincoln Quality Meats,4661,N Lincoln Ave,,,,Chicago,,Out of Business,Retail,Small Grocery,No,2019,Meat Fish Markets,773-561-4570,,POINT(-87.6871376462478 41.9665797355669),-87.68713765,41.96657974,
Lincoln Square Athletic Club,4657,N Lincoln Ave,,,,Chicago,,Active,Fitness,Gym,No,2019,Membership Spt Rctn CL,773-529-2023,,POINT(-87.6870321463042 41.966361083338),-87.68703215,41.96636108,
Lincoln Square Chamber Commerce,2611,W Lawrence Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other financial,No,2019,For sale,773-728-3890,,POINT(-87.6943062938433 41.9684928220608),-87.69430629,41.96849282,
Lincoln Square Chiropractic,5031,N Lincoln Ave,,,,Chicago,,Out of Business,Health Services,Chiropractor,No,2019,Ofcs Clns Chrprctr,773-580-2030,,POINT(-87.6911301393578 41.9727003128211),-87.69113014,41.97270031,
Lincoln Square Chiropractic & Physical Therapy,4610,N Western Ave,,,,Chicago,,Active,Health Services,Chiropractor,No,2019,,773-275-5031,lincolnsquarechiropt@gmail.com,POINT(-87.6888278776589 41.9652433234885),-87.68882788,41.96524332,lincolnsquarechiropt.com
Lincoln Square Dentist,4855,N Western Ave,,,,Chicago,,Active,Health Services,Dentist,No,2019,Ofcs Clns of Dntst,773-271-7191,,POINT(-87.6889236299834 41.970285062644),-87.68892363,41.97028506,
Lincoln Square Friendship Center,2733,W Lawrence Ave,,,,Chicago,,Out of Business,Dining,Cafe-Bakery-Specialty,No,2019,Business Associatns,773-907-6388,,POINT(-87.6976184155335 41.9684621403271),-87.69761842,41.96846214,
Lincoln Square Nails,4613,N Western Ave,,,,Chicago,,Active,Personal Service,Beauty,No,2019,Beauty Shops,773-961-7009,,POINT(-87.6887404518188 41.9652453700654),-87.68874045,41.96524537,
Lincoln Square Nursery and Preschool,4922,N Claremont Ave,,,,Chicago,,Active,Childcare and Schools,Home daycare,Yes,2019,Child Day Care Services,312-605-0753,,POINT(-87.6878074355136 41.9711475752999),-87.68780744,41.97114758,
Lincoln Square Presbyterian,4540,N Campbell Ave,,,,Chicago,,Active,Religious (except school or residence),Church,No,2019,Religious Organizations,773-677-7782,,POINT(-87.6912633316667 41.9641922980387),-87.69126333,41.9641923,
Lincoln Square Printing,4607,N Western Ave,,,,Chicago,,Active,Trade Service,"Copy, mail, and print shops",No,2019,Commercial Prtng Lith,773-334-9030,,POINT(-87.6887337935059 41.9650905828068),-87.68873379,41.96509058,
Lincoln Wilson Auto Service,5101,N Western Ave,,,,Chicago,,Active,Trade Service,Vehicle services,No,2019,New Used Car Dlrs,773-271-3877,,POINT(-87.689043096933 41.974226947698),-87.6890431,41.97422695,
Lisa Kay Creative,2559,W Wilson Ave,,,,Chicago,,Active,Trade Service,Photo studio,Yes,2019,,847-219-0051,,POINT(-87.6929644156247 41.9647361451054),-87.69296442,41.96473615,
Lisa Zimmermann,4944,N Leavitt St,,,,Chicago,,Out of Business,Health Services,Other,Yes,2019,Ofcs Hlth Prnrs Ne,773-392-3278,,POINT(-87.6841704614571 41.9718596646647),-87.68417046,41.97185966,
Little Caesar's Pizza,2501,W Lawrence Ave,,,,Chicago,,Active,Dining,Fast Food,No,2019,Eating Places,773-989-4700,,POINT(-87.691680974612 41.9685564884313),-87.69168097,41.96855649,
Little Diners Club,2700,W Carmen Ave,,,,Chicago,,Active,Arts and Entertainment,Social club,No,2019,Eating Places,312-543-8194,,POINT(-87.6965435256005 41.9740124857676),-87.69654353,41.97401249,
Little Fox Day School,5014,N Lincoln Ave,,,,Chicago,,Active,Childcare and Schools,Kid Center,No,2019,Child Day Care Services,773-561-7206,,POINT(-87.6909975695815 41.972337723379),-87.69099757,41.97233772,
Little Kings Jewelry,4450,N Artesian Ave,,,,Chicago,,Active,Retail,Beauty-Accessory,No,2019,Jewelry Stores,740-632-8182,,POINT(-87.6899884435138 41.962796245769),-87.68998844,41.96279625,
LMS Innovations,2734,W Leland Ave,,,,Chicago,,Active,Trade Service,Media,Yes,2019,Book Publishing,312-613-2345,,POINT(-87.6975431960015 41.9667114530044),-87.6975432,41.96671145,
Loafer's,2600,W Lawrence Ave,,,,Chicago,,Active,Dining,Bar-grill,No,2019,Drinking Places,773-275-6020,,POINT(-87.6939738057971 41.9686034857694),-87.69397381,41.96860349,
Logic North Branch,4856,N Winchester Ave,,,,Chicago,,Out of Business,Public Services,Library,Yes,2019,Libraries,773-275-4084,,POINT(-87.6777589984247 41.9704467485906),-87.677759,41.97044675,
"Lome Leon G., MD",5145,N California Ave,,,,Chicago,,Active,Health Services,Out-patient,No,2019,Ofcs Clns of Mdl D,773-728-0201,,POINT(-87.6988541416316 41.9748607736733),-87.69885414,41.97486077,
Louis A. Palivos Law Office,4765,N Lincoln Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Lawyer's office,No,2019,,773-271-5300,,POINT(-87.6883349298417 41.9683672764566),-87.68833493,41.96836728,
LP Tax Service,5026,N California Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Accountant,Yes,2019,Tax Retrn Prep Services,773-271-7497,,POINT(-87.6988603265323 41.9729649883797),-87.69886033,41.97296499,
LSL Industries,5535,N Wolcott Ave,,,,Chicago,,Active,"Wholesale, storage and transit",Warehouse,No,2019,Srgl Mdcl Instrmnt,773-878-1100,,POINT(-87.6765456035463 41.982614392356),-87.6765456,41.98261439,
Lubkin Design,4607,N Campbell Ave,,,,Chicago,,Active,Trade Service,Media,No,2019,Bus  Services  Nec,301-367-3725,,POINT(-87.691170444968 41.9650455232572),-87.69117044,41.96504552,
Lucky Coin Laundry,5346,N Lincoln Ave,,,,Chicago,,Active,Personal Service,"Laundry, tailor",No,2019,Cn-Oprtd Lndrs Cln,773-275-4149,,POINT(-87.6926871335443 41.9790930351374),-87.69268713,41.97909304,
Lucky Leash,2300,W Giddings St,,,,Chicago,,Active,Trade Service,Animal care,Yes,2019,Animal Specialty Services,847-363-1340,,POINT(-87.6866619442875 41.9677674602959),-87.68666194,41.96776746,https://www.luckyleashchicago.com/
Ludwig Interiors,4634,N Lincoln Ave,,,,Chicago,,Active,Retail,Housewares & furnishings,No,2019,Drapry Uphlstry St,773-989-1005,,POINT(-87.686758486231 41.9658236723545),-87.68675849,41.96582367,
Luellas Southern Kitchen,4609,N Lincoln Ave,,,,Chicago,,Active,Dining,Restaurant,No,2019,Eating Places,773-679-6131,,POINT(-87.6862271848428 41.9651854642475),-87.68622718,41.96518546,
Lulyn Communications,5034,N Ravenswood Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,Yes,2019,Commnctn Services Nec,312-330-6848,,POINT(-87.6748899473922 41.9735424973046),-87.67488995,41.9735425,
