Name,BuildingNumber,Street,Unit,Fraction,GeoArea,City,Zip,PlaceStatus,PlaceType,PlaceSubType,PrivateResidence,MappedYear,Note,PhoneNumber,Email,Geolocation,Lng,Lat,Website,tract_geoid
Litehouse Whole Food Grill,1660,E 55th St,,,Hyde Park,Chicago,60615,Active,Dining,Fast Food,No,2020,,773-633-2587,,POINT(-87.5844181 41.795362),-87.5844181,41.795362,www.litehousewholefoodgrill.com,17031410900
Little Caesar's Pizza,7902,S Exchange Ave,,,South Chicago,Chicago,60617,Active,Dining,Fast Food,No,2020,,773-731-2618,,POINT(-87.553396 41.751598),-87.553396,41.751598,littlecaesars.com,17031460100
Little Caesar's Pizza,3225,W 47th Pl,,,Brighton Park,Chicago,60632,Active,Dining,Fast Food,No,2020,,773-254-6868,,POINT(-87.7047185 41.8058515),-87.7047185,41.8058515,,17031842800
Long John Silver's,1914,W 79th St,,,Auburn Gresham,Chicago,60620,Active,Dining,Fast Food,No,2020,,773-846-0514,,POINT(-87.671405 41.7504647),-87.671405,41.7504647,https:/www.ljsilvers.com,17031710400
Louise's African Hair Braiding,915,W 87th St,,,Auburn Gresham,Chicago,60620,Active,Dining,Fast Food,No,2020,,773-723-3730,,POINT(-87.6467636 41.7357973),-87.6467636,41.7357973,,17031711400
Lupo's,7059,S Halsted St,A,,Englewood,Chicago,60621,Active,Dining,Fast Food,No,2020,"Tried to leave a voicemail, the phone is disconnected and a voicemail has not been set up. According to Yelpers, the business is closed. It is unknown if the business is permanently or temporarily closed.",773-488-5876,,POINT(-87.6440567 41.7654547),-87.6440567,41.7654547,,17031681200
Maggie Gyros and Chicken,349,E 47th St,,,Grand Boulevard,Chicago,60653,Active,Dining,Fast Food,No,2020,,773-924-1110,,POINT(-87.6175812 41.8091603),-87.6175812,41.8091603,,17031835800
McDonald's,740,E 47th St,,,Grand Boulevard,Chicago,60653,Active,Dining,Fast Food,No,2020,,773-924-6070,,POINT(-87.6071051 41.8097387),-87.6071051,41.8097387,mcdonalds.com,17031843600
McDonald's,5200,S Lake Park Ave,,,Hyde Park,Chicago,60615,Active,Dining,Fast Food,No,2020,,773-288-2161,,POINT(-87.5880226 41.8008577),-87.5880226,41.8008577,mcdonalds.com,17031410800
McDonald's,8321,S Ashland Ave,,,Auburn Gresham,Chicago,60620,Active,Dining,Fast Food,No,2020,,773-779-2888,,POINT(-87.6628138 41.742479),-87.6628138,41.742479,,17031711100
McDonald's,9211,S Commercial Ave,,,South Chicago,Chicago,60617,Active,Dining,Fast Food,No,2020,,773-375-7700,,POINT(-87.5508263 41.7276762),-87.5508263,41.7276762,mcdonalds.com,17031461000
McDonald's,2425,E 79th St,,,South Chicago,Chicago,60649,Active,Dining,Fast Food,No,2020,,773-768-0153,,POINT(-87.5653465 41.7513822),-87.5653465,41.7513822,mcdonalds.com,17031460400
McDonald's,6336,S Ashland Ave,,,West Englewood,Chicago,60636,Active,Dining,Fast Food,No,2020,,773-436-2519,,POINT(-87.6645476 41.7779888),-87.6645476,41.7779888,https://www.mcdonalds.com/us/en-us/location/il/chicago/6336-s-ashland/4737.html?cid=RF:YXT:GMB::Clicks,17031671200
McDonald's,3867,S Archer Ave,,,Brighton Park,Chicago,60632,Active,Dining,Fast Food,No,2020,,773-254-1575,,POINT(-87.6885802 41.8234391),-87.6885802,41.8234391,mcdonalds.com/us/en-US/restaurant-locator.html,17031580100
McDonald's,3200,W Roosevelt Rd,,,North Lawndale,Chicago,60624,Active,Dining,Fast Food,No,2020,,773-533-5336,,POINT(-87.706134 41.8666908),-87.706134,41.8666908,,17031843000
Maxwell Station,7600,S Ashland Ave,,,Auburn Gresham,Chicago,60620,Active,Dining,Fast Food,No,2020,,773-483-9752,,POINT(-87.663989 41.7556191),-87.663989,41.7556191,,17031710400
Maxwell Street Express,1058,W 87th St,,,Auburn Gresham,Chicago,60620,Active,Dining,Fast Food,No,2020,,773-962-0810,,POINT(-87.6507718 41.7361511),-87.6507718,41.7361511,,17031711000
Maxwell Street Grill,7901,S South Chicago Ave,,,South Chicago,Chicago,60617,Active,Dining,Fast Food,No,2020,,773-768-3976,,POINT(-87.5849762 41.7513483),-87.5849762,41.7513483,,17031460500
Maxwell's Charcoal Grill,8637,S Ashland Ave,,,Auburn Gresham,Chicago,60620,Active,Dining,Fast Food,No,2020,,773-233-8650,,POINT(-87.6628716 41.7364748),-87.6628716,41.7364748,,17031711100
Margarita's Pizzeria,2705,E 79th St,,,South Chicago,Chicago,60649,Active,Dining,Restaurant,No,2020,,773-374-7969,,POINT(-87.5587242 41.7516113),-87.5587242,41.7516113,margaritaspizza.squarespace.com,17031460302
Morrison's Restaurant,8131,S Ashland Ave,,,Auburn Gresham,Chicago,60620,Active,Dining,Fast Food,No,2020,,773-487-7003,,POINT(-87.6629872 41.7458445),-87.6629872,41.7458445,,17031710600
Morry's Famous Deli,5500,S Cornell Ave,,,Hyde Park,Chicago,60637,Active,Dining,Fast Food,No,2020,,773-363-3800,,POINT(-87.5856238 41.7950886),-87.5856238,41.7950886,morrysdeli.com,17031411000
Mr. J Fish and Chicken,7601,S Halsted St,,,Auburn Gresham,Chicago,60620,Active,Dining,Fast Food,No,2020,,773-846-8455,,POINT(-87.6438631 41.7558798),-87.6438631,41.7558798,,17031710100
Nick's Gyros,7856,S Ashland Ave,,,Auburn Gresham,Chicago,60620,Active,Dining,Fast Food,No,2020,,773-224-9276,,POINT(-87.663843 41.751489),-87.663843,41.751489,,17031710400
Nick's Gyros,2011,W 63rd St,,,West Englewood,Chicago,60636,Active,Dining,Fast Food,No,2020,,773-434-0606,,POINT(-87.6747178 41.7788936),-87.6747178,41.7788936,,17031671400
Nicky's Chinese Food,5231,S Woodlawn Ave,,,Hyde Park,Chicago,60615,Active,Dining,Fast Food,No,2020,,773-324-5340,,POINT(-87.5964117 41.8000346),-87.5964117,41.8000346,www.adultexpressionsllc.com,17031410700
Nicky's Hot Dogs,3140,W 47th St,,,Brighton Park,Chicago,60632,Active,Dining,Fast Food,No,2020,,773-847-4026,,POINT(-87.7031169 41.8083732),-87.7031169,41.8083732,,17031842800
Nathan's Chicago Style and Taste of Jamaica,1372,E 53rd St,,,Hyde Park,Chicago,60615,Active,Dining,Fast Food,No,2020,,773-288-5353,,POINT(-87.5920413 41.799712),-87.5920413,41.799712,ordernathanschicagostyle.com,17031410700
Papa John's Pizza,1418,E 53rd St,H3,,Hyde Park,Chicago,60615,Active,Dining,Fast Food,No,2020,,773-752-7272,,POINT(-87.5911268 41.7999386),-87.5911268,41.7999386,,17031410800
Pepe's Mexican Restaurant,8227,S Exchange Ave,,,South Chicago,Chicago,60617,Active,Dining,Fast Food,No,2020,,773-768-8740,,POINT(-87.5525064 41.7456503),-87.5525064,41.7456503,Www.Pepes.com,17031460100
Pepe's Mexican Restaurant,1901,W 79th St,,,Auburn Gresham,Chicago,60620,Active,Dining,Fast Food,No,2020,,773-224-1108,,POINT(-87.6710006 41.7500874),-87.6710006,41.7500874,,17031710500
Philly Gyro Sub and Chicken,759,W 69th St,,,Englewood,Chicago,60621,Active,Dining,Fast Food,No,2020,,773-488-8885,,POINT(-87.6440123 41.7686796),-87.6440123,41.7686796,,17031681200
Popeye's Louisiana Kitchen,7617,S Racine Ave,,,Auburn Gresham,Chicago,60620,Active,Dining,Fast Food,No,2020,,773-733-0077,,POINT(-87.6535466 41.7554459),-87.6535466,41.7554459,,17031710200
Popeye's Louisiana Kitchen,4431,S Archer Ave,,,Brighton Park,Chicago,60632,Active,Dining,Fast Food,No,2020,,773-376-8236,,POINT(-87.7063888 41.8124756),-87.7063888,41.8124756,,17031580400
Popeyes Louisiana Kitchen,3457,W Roosevelt Rd,,,North Lawndale,Chicago,60624,Active,Dining,Fast Food,No,2020,,,,POINT(-87.7126314 41.8659611),-87.7126314,41.8659611,,17031291200
Pockets,1307,E 53rd St,,,Hyde Park,Chicago,60615,Out of Business,Dining,Fast Food,No,2020,,773-667-1313,,POINT(-87.594632 41.799337),-87.594632,41.799337,pocketsonline.com,17031410700
Potbelly Sandwich Shop,5428,S Lake Park Ave,,,Hyde Park,Chicago,60615,Active,Dining,Fast Food,No,2020,,773-493-0129,,POINT(-87.588225 41.797133),-87.588225,41.797133,potbelly.com,17031410800
Prime Fish & Hoagie,8022,S Halsted St,,,Auburn Gresham,Chicago,60620,Active,Dining,Fast Food,No,2020,,773-994-0900,,POINT(-87.6442089 41.7480953),-87.6442089,41.7480953,,17031710800
Seashell,6940,S Ashland Ave,,,West Englewood,Chicago,60636,Active,Dining,Fast Food,No,2020,,773-434-6900,,POINT(-87.6648146 41.7672425),-87.6648146,41.7672425,,17031671500
Seashell Restaurant,1600,W 59th St,,,West Englewood,Chicago,60636,Active,Dining,Fast Food,No,2020,,773-925-5900,,POINT(-87.6647017 41.7874686),-87.6647017,41.7874686,,17031670300
See Thru Chinese Kitchen,1610,W 59th St,,,West Englewood,Chicago,60636,Active,Dining,Fast Food,No,2020,temp closed,773-778-3888,,POINT(-87.6650292 41.7874558),-87.6650292,41.7874558,,17031670300
Seven Stars Chinese Cuisine,3209,W 47th Pl,,,Brighton Park,Chicago,60632,Active,Dining,Fast Food,No,2020,,773-254-3131,,POINT(-87.7043715 41.8058755),-87.7043715,41.8058755,http://www.sevenstarmenu.com/,17031842800
Shark's Fish & Chicken,5044,S Cottage Grove Ave,,,Grand Boulevard,Chicago,60615,Active,Dining,Fast Food,No,2020,,773-538-4780,,POINT(-87.6072111 41.8025492),-87.6072111,41.8025492,,17031843600
Shark's Fish & Chicken,855,W 87th St,,,Auburn Gresham,Chicago,60620,Active,Dining,Fast Food,No,2020,,,,POINT(-87.6458 41.735661),-87.6458,41.735661,,17031711400
Subway,5040,S Cottage Grove Ave,,,Grand Boulevard,Chicago,60615,Active,Dining,Fast Food,No,2020,,773-536-7827,,POINT(-87.6072015 41.8026946),-87.6072015,41.8026946,subway.com,17031843600
Subway,1449,E 57th St,,,Hyde Park,Chicago,60637,Active,Dining,Fast Food,No,2020,,773-241-7827,,POINT(-87.589652 41.79132),-87.589652,41.79132,subway.com,17031411100
Subway,1400,E 53rd St,,,Hyde Park,Chicago,60615,Active,Dining,Fast Food,No,2020,,773-288-8400,,POINT(-87.5916138 41.7999232),-87.5916138,41.7999232,subway.com,17031410800
Subway,7908,S Halsted St,Ste B,,Auburn Gresham,Chicago,60620,Active,Dining,Fast Food,No,2020,,773-633-2403,,POINT(-87.644316 41.7498755),-87.644316,41.7498755,,17031710800
Halsted Market Store,808,W 87th St,,,Auburn Gresham,Chicago,60620,Active,Dining,Fast Food,No,2020,,773-980-7713,,POINT(-87.6443546 41.7364672),-87.6443546,41.7364672,,17031711000
Subway,9100,S Commercial Ave,,,South Chicago,Chicago,60617,Active,Dining,Fast Food,No,2020,,773-375-5511,,POINT(-87.5520236 41.729762),-87.5520236,41.729762,,17031461000
Subway,6920,S Ashland Ave,,,West Englewood,Chicago,60636,Active,Dining,Fast Food,No,2020,,773-776-3540,,POINT(-87.6648173 41.7681663),-87.6648173,41.7681663,,17031671500
Subway,1608,W 59th St,,,West Englewood,Chicago,60636,Active,Dining,Fast Food,No,2020,temp closed,773-434-6343,,POINT(-87.6649329 41.7874733),-87.6649329,41.7874733,,17031670300
Subway,2401,E 79th St,,,South Chicago,Chicago,60649,Active,Dining,Fast Food,No,2020,,,,POINT(-87.5659539 41.751405),-87.5659539,41.751405,subway.com,17031460400
Subway,4711,S Kedzie Ave,,,Brighton Park,Chicago,60632,Active,Dining,Fast Food,No,2020,,773-247-6096,,POINT(-87.703268 41.8075641),-87.703268,41.8075641,subway.com,17031842800
Subway,3946,W Cermak Rd,,,North Lawndale,Chicago,60623,Active,Dining,Fast Food,No,2020,,773-321-9592,,POINT(-87.7242073 41.8520213),-87.7242073,41.8520213,,17031292400
Subway,3401,S California Ave,,,Brighton Park,Chicago,60608,Active,Dining,Fast Food,No,2020,,773-273-8994,,POINT(-87.6945368 41.8314499),-87.6945368,41.8314499,,17031580100
Subway,1118,S Kedzie Ave,,,North Lawndale,Chicago,60612,Active,Dining,Fast Food,No,2020,,,,POINT(-87.7063228 41.8676741),-87.7063228,41.8676741,,17031843000
Subway,4030,W Roosevelt Rd,,,North Lawndale,Chicago,60624,Active,Dining,Fast Food,No,2020,,,,POINT(-87.7263882 41.866147),-87.7263882,41.866147,,17031290900
Subway,749,E 47th St,,,Grand Boulevard,Chicago,60653,Active,Dining,Fast Food,No,2020,,773-855-8799,,POINT(-87.6069395 41.8093973),-87.6069395,41.8093973,,17031843600
Sunny's Bar-B-Q House,7626,S Halsted St,,,Auburn Gresham,Chicago,60620,Active,Dining,Fast Food,No,2020,,773-994-8264,,POINT(-87.6444509 41.7552215),-87.6444509,41.7552215,,17031710200
Sunrise Gyros,8106,S Racine Ave,,,Auburn Gresham,Chicago,60620,Active,Dining,Fast Food,No,2020,,773-488-2000,,POINT(-87.6538934 41.7466314),-87.6538934,41.7466314,,17031710700
Sky Lobby Food Court,5700,S Maryland Ave,,,Hyde Park,Chicago,60637,Active,Dining,Fast Food,No,2020,In the u chicago medicine building (7th floor),,,POINT(-87.6050541 41.7912122),-87.6050541,41.7912122,uchicagomedicine.org,17031836200
Sodexo,5700,S Lake Shore Dr,,,Hyde Park,Chicago,60637,Active,Dining,Fast Food,No,2020,,773-684-1414,,POINT(-87.5829263 41.7920438),-87.5829263,41.7920438,Http://www.msichicago.org/,17031411000
Star Gyros,3400,W Roosevelt Rd,,,North Lawndale,Chicago,60624,Active,Dining,Fast Food,No,2020,,,,POINT(-87.7107445 41.8665725),-87.7107445,41.8665725,,17031843000
Star Submarine,7914,S Exchange Ave,,,South Chicago,Chicago,60617,Active,Dining,Fast Food,No,2020,,773-731-5006,,POINT(-87.5531959 41.7515113),-87.5531959,41.7515113,,17031460100
Red Snapper,1418,E 53rd St,,,Hyde Park,Chicago,60615,Active,Dining,Fast Food,No,2020,,773-241-6666,,POINT(-87.5911268 41.7999386),-87.5911268,41.7999386,redsnapperchicago.com,17031410800
Reese's Fast Food,1823,W 87th St,,,Auburn Gresham,Chicago,60620,Active,Dining,Fast Food,No,2020,,773-238-3341,,POINT(-87.6689096 41.7354715),-87.6689096,41.7354715,,17031711300
Super Sub,3943,W Roosevelt Rd,,,North Lawndale,Chicago,60624,Active,Dining,Fast Food,No,2020,,,,POINT(-87.7244389 41.8659646),-87.7244389,41.8659646,,17031838700
Supreme Fish & Steak Hoagie,5506,S Ashland Ave,,,West Englewood,Chicago,60636,Active,Dining,Fast Food,No,2020,,,,POINT(-87.6647391 41.7933952),-87.6647391,41.7933952,,17031670300
Taco Bell,3350,W Roosevelt Rd,,,North Lawndale,Chicago,60624,Active,Dining,Fast Food,No,2020,,773-826-9324,,POINT(-87.7096312 41.8666737),-87.7096312,41.8666737,,17031843000
University of Chicago - Bartlett Dining Commons,5640,S University Ave,Second Floor,,Hyde Park,Chicago,60637,Active,Dining,Fast Food,No,2020,TEMP CLOSED,773-834-8450,,POINT(-87.5983645 41.7919788),-87.5983645,41.7919788,,17031836200
Happy Fish & Chicken,5,S Cicero Ave,,,Austin,Chicago,60644,Active,Dining,Fast Food,No,2020,,773-379-4444,,POINT(-87.7450173 41.8800459),-87.7450173,41.8800459,,17031252202
Vienna Taco House,333,N Central Ave,,,Austin,Chicago,60644,Active,Dining,Fast Food,No,2020,"Called number in app at 10am on 7/8 
and it was disconnected",708-818-7895,,POINT(-87.7644538 41.8867315),-87.7644538,41.8867315,,17031251900
Toy's Beef & Rice,336,S Laramie Ave,1,,Austin,Chicago,60644,Out of Business,Dining,Fast Food,No,2020,Called 773-379-4212 at 11am on 6/8 and got no answer or answering machine. Was not able to leave a message.,773-379-4212,,POINT(-87.7551325 41.8755483),-87.7551325,41.8755483,,17031252102
C and P Fried Rice,524,S Laramie Ave,,,Austin,Chicago,60644,Active,Dining,Fast Food,No,2020,Temp closed,773-261-1515,,POINT(-87.7550007 41.8732247),-87.7550007,41.8732247,,17031252102
Subway,1510,N Cicero Ave,,,Austin,Chicago,60651,Out of Business,Dining,Fast Food,No,2020,,773-772-6577,,POINT(-87.7467065 41.9082558),-87.7467065,41.9082558,,17031250800
Amato's Pizza,1737,N Harlem Ave,,,Austin,Chicago,60707,Active,Dining,Fast Food,No,2020,,773-622-4333,,POINT(-87.8055059 41.9118168),-87.8055059,41.9118168,,17031250500
Jet's Pizza,1805,N Harlem Ave,,,Austin,Chicago,60707,Active,Dining,Restaurant,No,2020,,773-637-5387,,POINT(-87.8051584 41.9128023),-87.8051584,41.9128023,www.deveningprojects.com/,17031250500
Joes Bar-B-Que & Fish,4900,W Madison St,,,Austin,Chicago,60644,Active,Dining,Fast Food,No,2020,,773-626-5910,,POINT(-87.7479543 41.8808222),-87.7479543,41.8808222,,17031251800
Wendy's,4901,W North Ave,,,Austin,Chicago,60639,Active,Dining,Fast Food,No,2020,,773-489-7270,,POINT(-87.7487821 41.909228),-87.7487821,41.909228,https://locations.wendys.com/united-states/il/chicago/4901-w.-north-avenue?utm_source=Yext&utm_medium=Google_My_Business&utm_campaign=Local_Search&utm_content=EN_US,17031250800
Pizza Hut,4925,W North Ave,,,Austin,Chicago,60639,Moved,Dining,Fast Food,No,2020,07.07.2020 | 12:14 PM CT | Called - Business has moved to 2516 W North Ave,773-489-3969,,POINT(-87.7496265 41.9092214),-87.7496265,41.9092214,,17031250800
JJ Fish & Chicken,5608,W Madison St,,,Austin,Chicago,60644,Active,Dining,Fast Food,No,2020,,773-261-3474,,POINT(-87.7654474 41.8807091),-87.7654474,41.8807091,,17031252000
Yummy's Grill,5609,W Bloomingdale Ave,,,Austin,Chicago,60639,Out of Business,Dining,Fast Food,No,2020,,773-622-2439,,POINT(-87.7660828 41.9125173),-87.7660828,41.9125173,,17031250400
Rib Place,5607,W Corcoran Pl,,,Austin,Chicago,60644,Active,Dining,Fast Food,No,2020,,773-413-7420,,POINT(-87.7654714 41.8871295),-87.7654714,41.8871295,,17031252000
Uncle Remus Restaurant,5611,W Madison St,,,Austin,Chicago,60644,Active,Dining,Restaurant,No,2020,,773-261-7311,,POINT(-87.7654362 41.8799748),-87.7654362,41.8799748,https://uncleremususa.com,17031252101
Jerk Shop,5614,W Chicago Ave,,,Austin,Chicago,60651,Active,Dining,Fast Food,No,2020,07.08.2020 | 12:24 PM CT  - Called,312-824-1366,,POINT(-87.7661836 41.8950172),-87.7661836,41.8950172,,17031251300
White Castle,5618,W North Ave,,,Austin,Chicago,60639,Active,Dining,Fast Food,No,2020,,773-889-0194,,POINT(-87.766378 41.9096642),-87.766378,41.9096642,,17031250400
Subway,5619,W Division St,,,Austin,Chicago,60651,Active,Dining,Fast Food,No,2020,TEMP closed,773-261-0240,,POINT(-87.7664549 41.9019927),-87.7664549,41.9019927,,17031251300
McDonald's,5624,W Roosevelt Rd,,,Austin,Chicago,60644,Active,Dining,Fast Food,No,2020,,773-921-0329,,POINT(-87.7653581 41.8658685),-87.7653581,41.8658685,mcdonalds.com,17031831400
Subway,5630,W Roosevelt Rd,,,Austin,Chicago,60644,Active,Dining,Fast Food,No,2020,,773-473-7260,,POINT(-87.765743 41.8657203),-87.765743,41.8657203,subway.com,17031831400
El Gran Burrito,5632,W North Ave,,,Austin,Chicago,60639,Active,Dining,Fast Food,No,2020,,773-622-2800,,POINT(-87.7669354 41.9095394),-87.7669354,41.9095394,,17031250400
Sweet Potato Patch,5638,W Chicago Ave,,,Austin,Chicago,60651,Active,Dining,Fast Food,No,2020,"There is a different number listed on other websites.
Number is: (773)417-3346
Both numbers were called around 1:30pm on Wednesday, none picked up
UPDATE: 8/20/20 name change and number change, confirmed active",312-506-7440,,POINT(-87.7669351 41.8949211),-87.7669351,41.8949211,,17031251300
Little Caesar's Pizza,5640,W Roosevelt Rd,,,Austin,Chicago,60644,Active,Dining,Fast Food,No,2020,,773-287-9751,,POINT(-87.7658107 41.8660993),-87.7658107,41.8660993,,17031831400
Firehouse Grill,5646,W Roosevelt Rd,,,Austin,Chicago,60644,Active,Dining,Fast Food,No,2020,,773-626-0600,,POINT(-87.7658703 41.8660995),-87.7658703,41.8660995,,17031831400
Captain Hook's Fish and Chicken,5648,W Roosevelt Rd,,,Austin,Chicago,60644,Active,Dining,Fast Food,No,2020,,773-473-4300,,POINT(-87.7658206 41.8664107),-87.7658206,41.8664107,,17031831400
Barney's Pizza,5648,W Chicago Ave,,,Austin,Chicago,60651,Active,Dining,Fast Food,No,2020,,773-287-9100,,POINT(-87.7674747 41.8949415),-87.7674747,41.8949415,Barneypizzaria.com,17031251300
"Whale's Fish, Shrimp and Chicken",5650,W Division St,,,Austin,Chicago,60651,Active,Dining,Fast Food,No,2020,,773-626-3000,,POINT(-87.7676081 41.9024026),-87.7676081,41.9024026,,17031250600
See Through Chinese Kitchen,5656,W Roosevelt Rd,,,Austin,Chicago,60644,Active,Dining,Fast Food,No,2020,,773-261-6983,,POINT(-87.7661375 41.8664084),-87.7661375,41.8664084,,17031831400
Whale Fish Shrimp and Chicken,4955,W Madison St,,,Austin,Chicago,60644,Active,Dining,Fast Food,No,2020,,773-921-0889,,POINT(-87.7490696 41.8801084),-87.7490696,41.8801084,,17031252202
McDonald's,5015,W Madison St,,,Austin,Chicago,60644,Active,Dining,Fast Food,No,2020,,773-378-1470,,POINT(-87.7508373 41.8800625),-87.7508373,41.8800625,,17031252201
McDonald's,5133,W North Ave,,,Austin,Chicago,60639,Active,Dining,Fast Food,No,2020,,773-237-8655,,POINT(-87.7551991 41.9092179),-87.7551991,41.9092179,,17031250800
McDonald's,5153,W Chicago Ave,,,Austin,Chicago,60651,Active,Dining,Fast Food,No,2020,,773-287-4687,,POINT(-87.7553824 41.8946461),-87.7553824,41.8946461,,17031251600
Subway,5215,W Chicago Ave,,,Austin,Chicago,60651,Active,Dining,Fast Food,No,2020,,773-261-6100,,POINT(-87.7565086 41.894594),-87.7565086,41.894594,,17031251500
Golden Hook Fish & Chicken,5215,W Chicago Ave,,,Austin,Chicago,60651,Active,Dining,Fast Food,No,2020,,773-261-6666,,POINT(-87.7565086 41.894594),-87.7565086,41.894594,,17031251500
